short_title,title,code or value,description,count,Lookup,Column
SSPFDEL,SSPFDEL - Pefluorodecanoic acid Cmt code,.,Missing,0,SSPFDEL_.,SSPFDEL_Missing
SSPFBS,SSPFBS - Perfluorobutane sulfonic acid (ng/mL),0.07 to 0.17,Range of Values,639,SSPFBS_0.07 to 0.17,SSPFBS_Range of Values
SSPFBS,SSPFBS - Perfluorobutane sulfonic acid (ng/mL),.,Missing,0,SSPFBS_.,SSPFBS_Missing
SSPFBSL,SSPFBSL - Perfluorobutane sulfonic acid Cmt code,0,At or above the detection limit,27,SSPFBSL_0,SSPFBSL_At or above the detection limit
SSPFBSL,SSPFBSL - Perfluorobutane sulfonic acid Cmt code,1,Below lower detection limit,612,SSPFBSL_1,SSPFBSL_Below lower detection limit
SSPFBSL,SSPFBSL - Perfluorobutane sulfonic acid Cmt code,.,Missing,0,SSPFBSL_.,SSPFBSL_Missing
SSPFHP,SSPFHP - Perfluoroheptanoic acid (ng/mL),0.07 to 0.97,Range of Values,639,SSPFHP_0.07 to 0.97,SSPFHP_Range of Values
SSPFHP,SSPFHP - Perfluoroheptanoic acid (ng/mL),.,Missing,0,SSPFHP_.,SSPFHP_Missing
SSPFHPL,SSPFHPL - Perfluoroheptanoic acid Cmt code,0,At or above the detection limit,124,SSPFHPL_0,SSPFHPL_At or above the detection limit
SSPFHPL,SSPFHPL - Perfluoroheptanoic acid Cmt code,1,Below lower detection limit,515,SSPFHPL_1,SSPFHPL_Below lower detection limit
SSPFHPL,SSPFHPL - Perfluoroheptanoic acid Cmt code,.,Missing,0,SSPFHPL_.,SSPFHPL_Missing
SSPFNA,SSPFNA - Perfluorononanoic acid (ng/mL),0.07 to 52.92,Range of Values,639,SSPFNA_0.07 to 52.92,SSPFNA_Range of Values
SSPFNA,SSPFNA - Perfluorononanoic acid (ng/mL),.,Missing,0,SSPFNA_.,SSPFNA_Missing
SSPFNAL,SSPFNAL - Perfluorononanoic acid Cmt code,0,At or above the detection limit,638,SSPFNAL_0,SSPFNAL_At or above the detection limit
SSPFNAL,SSPFNAL - Perfluorononanoic acid Cmt code,1,Below lower detection limit,1,SSPFNAL_1,SSPFNAL_Below lower detection limit
SSPFNAL,SSPFNAL - Perfluorononanoic acid Cmt code,.,Missing,0,SSPFNAL_.,SSPFNAL_Missing
SSPFUA,SSPFUA - Perfluoroundecanoic acid (ng/mL),0.07 to 2.83,Range of Values,639,SSPFUA_0.07 to 2.83,SSPFUA_Range of Values
SSPFUA,SSPFUA - Perfluoroundecanoic acid (ng/mL),.,Missing,0,SSPFUA_.,SSPFUA_Missing
SSPFUAL,SSPFUAL - Perfluoroundecanoic acid Cmt cd,0,At or above the detection limit,208,SSPFUAL_0,SSPFUAL_At or above the detection limit
SSPFUAL,SSPFUAL - Perfluoroundecanoic acid Cmt cd,1,Below lower detection limit,431,SSPFUAL_1,SSPFUAL_Below lower detection limit
SSPFUAL,SSPFUAL - Perfluoroundecanoic acid Cmt cd,.,Missing,0,SSPFUAL_.,SSPFUAL_Missing
SSPFDO,SSPFDO - Perflurododecanoic acid (ng/mL),0.07 to 0.07,Range of Values,639,SSPFDO_0.07 to 0.07,SSPFDO_Range of Values
SSPFDO,SSPFDO - Perflurododecanoic acid (ng/mL),.,Missing,0,SSPFDO_.,SSPFDO_Missing
SSPFDOL,SSPFDOL - Perflurododecanoic acid Cmt code,0,At or above the detection limit,0,SSPFDOL_0,SSPFDOL_At or above the detection limit
SSPFDOL,SSPFDOL - Perflurododecanoic acid Cmt code,1,Below lower detection limit,639,SSPFDOL_1,SSPFDOL_Below lower detection limit
SSPFDOL,SSPFDOL - Perflurododecanoic acid Cmt code,.,Missing,0,SSPFDOL_.,SSPFDOL_Missing
SSPFHS,SSPFHS - Perfluorohexane sulfonic acid (ng/mL),0.07 to 12.9,Range of Values,639,SSPFHS_0.07 to 12.9,SSPFHS_Range of Values
SSPFHS,SSPFHS - Perfluorohexane sulfonic acid (ng/mL),.,Missing,0,SSPFHS_.,SSPFHS_Missing
SSPFHSL,SSPFHSL - Perfluorohexane sulfonic acid Cmt code,0,At or above the detection limit,638,SSPFHSL_0,SSPFHSL_At or above the detection limit
SSPFHSL,SSPFHSL - Perfluorohexane sulfonic acid Cmt code,1,Below lower detection limit,1,SSPFHSL_1,SSPFHSL_Below lower detection limit
SSPFHSL,SSPFHSL - Perfluorohexane sulfonic acid Cmt code,.,Missing,0,SSPFHSL_.,SSPFHSL_Missing
SSNPFOA,SSNPFOA - Linear perfluorooctanoate (ng/mL),0.07 to 8.22,Range of Values,639,SSNPFOA_0.07 to 8.22,SSNPFOA_Range of Values
SSNPFOA,SSNPFOA - Linear perfluorooctanoate (ng/mL),.,Missing,0,SSNPFOA_.,SSNPFOA_Missing
SSNPFOAL,SSNPFOAL - Linear perfluorooctanoate Cmt Code,0,At or above the detection limit,638,SSNPFOAL_0,SSNPFOAL_At or above the detection limit
SSNPFOAL,SSNPFOAL - Linear perfluorooctanoate Cmt Code,1,Below lower detection limit,1,SSNPFOAL_1,SSNPFOAL_Below lower detection limit
SSNPFOAL,SSNPFOAL - Linear perfluorooctanoate Cmt Code,.,Missing,0,SSNPFOAL_.,SSNPFOAL_Missing
SSBPFOA,SSBPFOA - Branch isomers-perfluorooctanoate(ng/mL),0.07 to 0.69,Range of Values,639,SSBPFOA_0.07 to 0.69,SSBPFOA_Range of Values
SSBPFOA,SSBPFOA - Branch isomers-perfluorooctanoate(ng/mL),.,Missing,0,SSBPFOA_.,SSBPFOA_Missing
SSBPFOAL,SSBPFOAL - Branch isomers-perfluorooctanoate Cmt cd,0,At or above the detection limit,163,SSBPFOAL_0,SSBPFOAL_At or above the detection limit
SSBPFOAL,SSBPFOAL - Branch isomers-perfluorooctanoate Cmt cd,1,Below lower detection limit,476,SSBPFOAL_1,SSBPFOAL_Below lower detection limit
SSBPFOAL,SSBPFOAL - Branch isomers-perfluorooctanoate Cmt cd,.,Missing,0,SSBPFOAL_.,SSBPFOAL_Missing
SSNPFOS,SSNPFOS - Linear perfluorooctane sulfonate (ng/mL),0.5 to 26.54,Range of Values,639,SSNPFOS_0.5 to 26.54,SSNPFOS_Range of Values
SSNPFOS,SSNPFOS - Linear perfluorooctane sulfonate (ng/mL),.,Missing,0,SSNPFOS_.,SSNPFOS_Missing
SSNPFOSL,SSNPFOSL - Linear perfluorooctane sulfonate cmt cd,0,At or above the detection limit,639,SSNPFOSL_0,SSNPFOSL_At or above the detection limit
SSNPFOSL,SSNPFOSL - Linear perfluorooctane sulfonate cmt cd,1,Below lower detection limit,0,SSNPFOSL_1,SSNPFOSL_Below lower detection limit
SSNPFOSL,SSNPFOSL - Linear perfluorooctane sulfonate cmt cd,.,Missing,0,SSNPFOSL_.,SSNPFOSL_Missing
SSMPFOS,SSMPFOS - Monomethyl br. isomers of PFOS (ng/mL),0.18 to 10.68,Range of Values,639,SSMPFOS_0.18 to 10.68,SSMPFOS_Range of Values
SSMPFOS,SSMPFOS - Monomethyl br. isomers of PFOS (ng/mL),.,Missing,0,SSMPFOS_.,SSMPFOS_Missing
SSMPFOSL,SSMPFOSL - Monomethyl br. isomers of PFOS cmt cd,0,At or above the detection limit,639,SSMPFOSL_0,SSMPFOSL_At or above the detection limit
SSMPFOSL,SSMPFOSL - Monomethyl br. isomers of PFOS cmt cd,1,Below lower detection limit,0,SSMPFOSL_1,SSMPFOSL_Below lower detection limit
SSMPFOSL,SSMPFOSL - Monomethyl br. isomers of PFOS cmt cd,.,Missing,0,SSMPFOSL_.,SSMPFOSL_Missing
WTSS2YR,WTSS2YR - SS 3-11 year old subsample wt,12849.506491 to 365955.18816,Range of Values,639,WTSS2YR_12849.506491 to 365955.18816,WTSS2YR_Range of Values
WTSS2YR,WTSS2YR - SS 3-11 year old subsample wt,.,Missing,0,WTSS2YR_.,WTSS2YR_Missing
WTSB2YR,WTSB2YR - Subsample B weights,14988.396826 to 482310.7883,Range of Values,2727,WTSB2YR_14988.396826 to 482310.7883,WTSB2YR_Range of Values
WTSB2YR,WTSB2YR - Subsample B weights,0,No Lab Result,50,WTSB2YR_0,WTSB2YR_No Lab Result
WTSB2YR,WTSB2YR - Subsample B weights,.,Missing,0,WTSB2YR_.,WTSB2YR_Missing
URXBP3,URXBP3 - Urinary Benzophenone-3 (ng/mL),0.28 to 28259,Range of Values,2686,URXBP3_0.28 to 28259,URXBP3_Range of Values
URXBP3,URXBP3 - Urinary Benzophenone-3 (ng/mL),.,Missing,91,URXBP3_.,URXBP3_Missing
URDBP3LC,URDBP3LC - Urinary Benzophenone-3 comment ,0,At or above the detection limit,2599,URDBP3LC_0,URDBP3LC_At or above the detection limit
URDBP3LC,URDBP3LC - Urinary Benzophenone-3 comment ,1,Below lower detection limit,87,URDBP3LC_1,URDBP3LC_Below lower detection limit
URDBP3LC,URDBP3LC - Urinary Benzophenone-3 comment ,.,Missing,91,URDBP3LC_.,URDBP3LC_Missing
URXBPH,URXBPH - Urinary Bisphenol A (ng/mL),0.14 to 792,Range of Values,2686,URXBPH_0.14 to 792,URXBPH_Range of Values
URXBPH,URXBPH - Urinary Bisphenol A (ng/mL),.,Missing,91,URXBPH_.,URXBPH_Missing
URDBPHLC,URDBPHLC - Urinary Bisphenol A comment  ,0,At or above the detection limit,2578,URDBPHLC_0,URDBPHLC_At or above the detection limit
URDBPHLC,URDBPHLC - Urinary Bisphenol A comment  ,1,Below lower detection limit,108,URDBPHLC_1,URDBPHLC_Below lower detection limit
URDBPHLC,URDBPHLC - Urinary Bisphenol A comment  ,.,Missing,91,URDBPHLC_.,URDBPHLC_Missing
URXBPF,URXBPF - Urinary Bisphenol F (ug/L),0.14 to 298.7,Range of Values,2682,URXBPF_0.14 to 298.7,URXBPF_Range of Values
URXBPF,URXBPF - Urinary Bisphenol F (ug/L),.,Missing,95,URXBPF_.,URXBPF_Missing
URDBPFLC,URDBPFLC - Urinary Bisphenol F comment,0,At or above the detection limit,1733,URDBPFLC_0,URDBPFLC_At or above the detection limit
URDBPFLC,URDBPFLC - Urinary Bisphenol F comment,1,Below lower detection limit,949,URDBPFLC_1,URDBPFLC_Below lower detection limit
URDBPFLC,URDBPFLC - Urinary Bisphenol F comment,.,Missing,95,URDBPFLC_.,URDBPFLC_Missing
URXBPS,URXBPS - Urinary Bisphenol S (ug/L),0.07 to 211.9,Range of Values,2682,URXBPS_0.07 to 211.9,URXBPS_Range of Values
URXBPS,URXBPS - Urinary Bisphenol S (ug/L),.,Missing,95,URXBPS_.,URXBPS_Missing
URDBPSLC,URDBPSLC - Urinary Bisphenol S comment,0,At or above the detection limit,2414,URDBPSLC_0,URDBPSLC_At or above the detection limit
URDBPSLC,URDBPSLC - Urinary Bisphenol S comment,1,Below lower detection limit,268,URDBPSLC_1,URDBPSLC_Below lower detection limit
URDBPSLC,URDBPSLC - Urinary Bisphenol S comment,.,Missing,95,URDBPSLC_.,URDBPSLC_Missing
URXTLC,URXTLC - Urinary Triclocarban (ng/mL),0.07 to 588,Range of Values,2686,URXTLC_0.07 to 588,URXTLC_Range of Values
URXTLC,URXTLC - Urinary Triclocarban (ng/mL),.,Missing,91,URXTLC_.,URXTLC_Missing
URDTLCLC,URDTLCLC - Urinary Triclocarban comment,0,At or above the detection limit,1046,URDTLCLC_0,URDTLCLC_At or above the detection limit
URDTLCLC,URDTLCLC - Urinary Triclocarban comment,1,Below lower detection limit,1640,URDTLCLC_1,URDTLCLC_Below lower detection limit
URDTLCLC,URDTLCLC - Urinary Triclocarban comment,.,Missing,91,URDTLCLC_.,URDTLCLC_Missing
URXTRS,URXTRS - Urinary Triclosan (ng/mL),1.2 to 9572,Range of Values,2686,URXTRS_1.2 to 9572,URXTRS_Range of Values
URXTRS,URXTRS - Urinary Triclosan (ng/mL),.,Missing,91,URXTRS_.,URXTRS_Missing
URDTRSLC,URDTRSLC - Urinary Triclosan comment,0,At or above the detection limit,2047,URDTRSLC_0,URDTRSLC_At or above the detection limit
URDTRSLC,URDTRSLC - Urinary Triclosan comment,1,Below lower detection limit,639,URDTRSLC_1,URDTRSLC_Below lower detection limit
URDTRSLC,URDTRSLC - Urinary Triclosan comment,.,Missing,91,URDTRSLC_.,URDTRSLC_Missing
URXBUP,URXBUP - Butyl paraben (ng/ml),0.07 to 352.6,Range of Values,2686,URXBUP_0.07 to 352.6,URXBUP_Range of Values
URXBUP,URXBUP - Butyl paraben (ng/ml),.,Missing,91,URXBUP_.,URXBUP_Missing
URDBUPLC,URDBUPLC - Butyl paraben comment,0,At or above the detection limit,840,URDBUPLC_0,URDBUPLC_At or above the detection limit
URDBUPLC,URDBUPLC - Butyl paraben comment,1,Below lower detection limit,1846,URDBUPLC_1,URDBUPLC_Below lower detection limit
URDBUPLC,URDBUPLC - Butyl paraben comment,.,Missing,91,URDBUPLC_.,URDBUPLC_Missing
URXEPB,URXEPB - Ethyl paraben (ng/ml),0.71 to 1980.6,Range of Values,2686,URXEPB_0.71 to 1980.6,URXEPB_Range of Values
URXEPB,URXEPB - Ethyl paraben (ng/ml),.,Missing,91,URXEPB_.,URXEPB_Missing
URDEPBLC,URDEPBLC - Ethyl paraben comment,0,At or above the detection limit,1262,URDEPBLC_0,URDEPBLC_At or above the detection limit
URDEPBLC,URDEPBLC - Ethyl paraben comment,1,Below lower detection limit,1424,URDEPBLC_1,URDEPBLC_Below lower detection limit
URDEPBLC,URDEPBLC - Ethyl paraben comment,.,Missing,91,URDEPBLC_.,URDEPBLC_Missing
URXMPB,URXMPB - Methyl paraben (ng/ml),0.71 to 7369,Range of Values,2686,URXMPB_0.71 to 7369,URXMPB_Range of Values
URXMPB,URXMPB - Methyl paraben (ng/ml),.,Missing,91,URXMPB_.,URXMPB_Missing
URDMPBLC,URDMPBLC - Methyl paraben comment ,0,At or above the detection limit,2671,URDMPBLC_0,URDMPBLC_At or above the detection limit
URDMPBLC,URDMPBLC - Methyl paraben comment ,1,Below lower detection limit,15,URDMPBLC_1,URDMPBLC_Below lower detection limit
URDMPBLC,URDMPBLC - Methyl paraben comment ,.,Missing,91,URDMPBLC_.,URDMPBLC_Missing
URXPPB,URXPPB - Propyl paraben (ng/ml) ,0.07 to 2188.2,Range of Values,2686,URXPPB_0.07 to 2188.2,URXPPB_Range of Values
URXPPB,URXPPB - Propyl paraben (ng/ml) ,.,Missing,91,URXPPB_.,URXPPB_Missing
URDPPBLC,URDPPBLC - Propyl paraben comment,0,At or above the detection limit,2655,URDPPBLC_0,URDPPBLC_At or above the detection limit
URDPPBLC,URDPPBLC - Propyl paraben comment,1,Below lower detection limit,31,URDPPBLC_1,URDPPBLC_Below lower detection limit
URDPPBLC,URDPPBLC - Propyl paraben comment,.,Missing,91,URDPPBLC_.,URDPPBLC_Missing
URX14D,"URX14D - 2,5-dichlorophenol (ug/L)",0.07 to 30426.3,Range of Values,2686,URX14D_0.07 to 30426.3,URX14D_Range of Values
URX14D,"URX14D - 2,5-dichlorophenol (ug/L)",.,Missing,91,URX14D_.,URX14D_Missing
URD14DLC,"URD14DLC - 2,5-dichlorophenol comment ",0,At or above the detection limit,2644,URD14DLC_0,URD14DLC_At or above the detection limit
URD14DLC,"URD14DLC - 2,5-dichlorophenol comment ",1,Below lower detection limit,42,URD14DLC_1,URD14DLC_Below lower detection limit
URD14DLC,"URD14DLC - 2,5-dichlorophenol comment ",.,Missing,91,URD14DLC_.,URD14DLC_Missing
URXDCB,"URXDCB - 2,4-dichlorophenol (ug/L)",0.07 to 430.1,Range of Values,2686,URXDCB_0.07 to 430.1,URXDCB_Range of Values
URXDCB,"URXDCB - 2,4-dichlorophenol (ug/L)",.,Missing,91,URXDCB_.,URXDCB_Missing
URDDCBLC,"URDDCBLC - 2,4-dichlorophenol comment              ",0,At or above the detection limit,2561,URDDCBLC_0,URDDCBLC_At or above the detection limit
URDDCBLC,"URDDCBLC - 2,4-dichlorophenol comment              ",1,Below lower detection limit,125,URDDCBLC_1,URDDCBLC_Below lower detection limit
URDDCBLC,"URDDCBLC - 2,4-dichlorophenol comment              ",.,Missing,91,URDDCBLC_.,URDDCBLC_Missing
URXUCR,URXUCR - Urinary creatinine,8 to 659,Range of Values,2690,URXUCR_8 to 659,URXUCR_Range of Values
URXUCR,URXUCR - Urinary creatinine,.,Missing,87,URXUCR_.,URXUCR_Missing
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,1,Mexican American,44,RIDRETH3_1,RIDRETH3_Mexican American
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,2,Other Hispanic,28,RIDRETH3_2,RIDRETH3_Other Hispanic
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,3,Non-Hispanic White,110,RIDRETH3_3,RIDRETH3_Non-Hispanic White
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,4,Non-Hispanic Black,59,RIDRETH3_4,RIDRETH3_Non-Hispanic Black
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,6,Non-Hispanic Asian,32,RIDRETH3_6,RIDRETH3_Non-Hispanic Asian
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,7,"Other Race, Including Multiracial",11,RIDRETH3_7,"RIDRETH3_Other Race, Including Multiracial"
RIDRETH3,RIDRETH3 - Race/Hispanic Origin,.,Missing,0,RIDRETH3_.,RIDRETH3_Missing
RIDAGGRP,RIDAGGRP - Age group,1,12-19 years,55,RIDAGGRP_1,RIDAGGRP_12-19 years
RIDAGGRP,RIDAGGRP - Age group,2,20-39 years,74,RIDAGGRP_2,RIDAGGRP_20-39 years
RIDAGGRP,RIDAGGRP - Age group,3,40-59 years,78,RIDAGGRP_3,RIDAGGRP_40-59 years
RIDAGGRP,RIDAGGRP - Age group,4,60+ years,77,RIDAGGRP_4,RIDAGGRP_60+ years
RIDAGGRP,RIDAGGRP - Age group,.,Missing,0,RIDAGGRP_.,RIDAGGRP_Missing
RIAGENDR,RIAGENDR - Gender,1,Male,135,RIAGENDR_1,RIAGENDR_Male
RIAGENDR,RIAGENDR - Gender,2,Female,149,RIAGENDR_2,RIAGENDR_Female
RIAGENDR,RIAGENDR - Gender,.,Missing,0,RIAGENDR_.,RIAGENDR_Missing
RIANSMP,RIANSMP - Number of samples in a pool,2 to 8,Range of Values,284,RIANSMP_2 to 8,RIANSMP_Range of Values
RIANSMP,RIANSMP - Number of samples in a pool,.,Missing,0,RIANSMP_.,RIANSMP_Missing
WTBSMSMA,"WTBSMSMA - Sum of adjusted subsample B 
weights",63628.672969 to 3656105.4719,Range of Values,284,WTBSMSMA_63628.672969 to 3656105.4719,WTBSMSMA_Range of Values
WTBSMSMA,"WTBSMSMA - Sum of adjusted subsample B 
weights",.,Missing,0,WTBSMSMA_.,WTBSMSMA_Missing
LBCBHC,LBCBHC - Beta-hexachlorocyclohexane (pg/g),3.536 to 5648,Range of Values,281,LBCBHC_3.536 to 5648,LBCBHC_Range of Values
LBCBHC,LBCBHC - Beta-hexachlorocyclohexane (pg/g),.,Missing,3,LBCBHC_.,LBCBHC_Missing
LBCBHCLA,"LBCBHCLA - B-hexachlorocyclohexane Lipid Adj 
(ng/g)",0.5162 to 853.4,Range of Values,281,LBCBHCLA_0.5162 to 853.4,LBCBHCLA_Range of Values
LBCBHCLA,"LBCBHCLA - B-hexachlorocyclohexane Lipid Adj 
(ng/g)",.,Missing,3,LBCBHCLA_.,LBCBHCLA_Missing
LBDBHCLC,"LBDBHCLC - Beta-hexachlorocyclohexane comment 
code",0,At or above the detection limit,216,LBDBHCLC_0,LBDBHCLC_At or above the detection limit
LBDBHCLC,"LBDBHCLC - Beta-hexachlorocyclohexane comment 
code",1,Below lower detection limit,65,LBDBHCLC_1,LBDBHCLC_Below lower detection limit
LBDBHCLC,"LBDBHCLC - Beta-hexachlorocyclohexane comment 
code",.,Missing,3,LBDBHCLC_.,LBDBHCLC_Missing
LBCHCB,LBCHCB - Hexachlorobenzene (pg/g),23.57 to 160.8,Range of Values,284,LBCHCB_23.57 to 160.8,LBCHCB_Range of Values
LBCHCB,LBCHCB - Hexachlorobenzene (pg/g),.,Missing,0,LBCHCB_.,LBCHCB_Missing
LBCHCBLA,"LBCHCBLA - Hexachlorobenzene Lipid Adj 
(ng/g)",5.058 to 27.83,Range of Values,284,LBCHCBLA_5.058 to 27.83,LBCHCBLA_Range of Values
LBCHCBLA,"LBCHCBLA - Hexachlorobenzene Lipid Adj 
(ng/g)",.,Missing,0,LBCHCBLA_.,LBCHCBLA_Missing
LBDHCBLC,"LBDHCBLC - Hexachlorobenzene comment 
code",0,At or above the detection limit,284,LBDHCBLC_0,LBDHCBLC_At or above the detection limit
LBDHCBLC,"LBDHCBLC - Hexachlorobenzene comment 
code",1,Below lower detection limit,0,LBDHCBLC_1,LBDHCBLC_Below lower detection limit
LBDHCBLC,"LBDHCBLC - Hexachlorobenzene comment 
code",.,Missing,0,LBDHCBLC_.,LBDHCBLC_Missing
LBCMIR,LBCMIR - Mirex (pg/g),3.536 to 633.5,Range of Values,284,LBCMIR_3.536 to 633.5,LBCMIR_Range of Values
LBCMIR,LBCMIR - Mirex (pg/g),.,Missing,0,LBCMIR_.,LBCMIR_Missing
LBCMIRLA,LBCMIRLA - Mirex Lipid Adj (ng/g),0.4313 to 118.2,Range of Values,284,LBCMIRLA_0.4313 to 118.2,LBCMIRLA_Range of Values
LBCMIRLA,LBCMIRLA - Mirex Lipid Adj (ng/g),.,Missing,0,LBCMIRLA_.,LBCMIRLA_Missing
LBDMIRLC,LBDMIRLC - Mirex comment code,0,At or above the detection limit,182,LBDMIRLC_0,LBDMIRLC_At or above the detection limit
LBDMIRLC,LBDMIRLC - Mirex comment code,1,Below lower detection limit,102,LBDMIRLC_1,LBDMIRLC_Below lower detection limit
LBDMIRLC,LBDMIRLC - Mirex comment code,.,Missing,0,LBDMIRLC_.,LBDMIRLC_Missing
LBCOXY,LBCOXY - Oxychlordane (pg/g),3.536 to 335.1,Range of Values,284,LBCOXY_3.536 to 335.1,LBCOXY_Range of Values
LBCOXY,LBCOXY - Oxychlordane (pg/g),.,Missing,0,LBCOXY_.,LBCOXY_Missing
LBCOXYLA,LBCOXYLA - Oxychlordane Lipid Adj (ng/g),0.7071 to 64.58,Range of Values,284,LBCOXYLA_0.7071 to 64.58,LBCOXYLA_Range of Values
LBCOXYLA,LBCOXYLA - Oxychlordane Lipid Adj (ng/g),.,Missing,0,LBCOXYLA_.,LBCOXYLA_Missing
LBDOXYLC,LBDOXYLC - Oxychlordane comment code,0,At or above the detection limit,281,LBDOXYLC_0,LBDOXYLC_At or above the detection limit
LBDOXYLC,LBDOXYLC - Oxychlordane comment code,1,Below lower detection limit,3,LBDOXYLC_1,LBDOXYLC_Below lower detection limit
LBDOXYLC,LBDOXYLC - Oxychlordane comment code,.,Missing,0,LBDOXYLC_.,LBDOXYLC_Missing
LBCPDE,"LBCPDE - p,p'-DDE (pg/g)",147.9 to 18720,Range of Values,284,LBCPDE_147.9 to 18720,LBCPDE_Range of Values
LBCPDE,"LBCPDE - p,p'-DDE (pg/g)",.,Missing,0,LBCPDE_.,LBCPDE_Missing
LBCPDELA,"LBCPDELA - p,p'-DDE Lipid Adj (ng/g)",32.3 to 2809,Range of Values,284,LBCPDELA_32.3 to 2809,LBCPDELA_Range of Values
LBCPDELA,"LBCPDELA - p,p'-DDE Lipid Adj (ng/g)",.,Missing,0,LBCPDELA_.,LBCPDELA_Missing
LBDPDELC,"LBDPDELC - p,p'-DDE comment code",0,At or above the detection limit,284,LBDPDELC_0,LBDPDELC_At or above the detection limit
LBDPDELC,"LBDPDELC - p,p'-DDE comment code",1,Below lower detection limit,0,LBDPDELC_1,LBDPDELC_Below lower detection limit
LBDPDELC,"LBDPDELC - p,p'-DDE comment code",.,Missing,0,LBDPDELC_.,LBDPDELC_Missing
LBCPDT,"LBCPDT - p,p'-DDT (pg/g)",3.536 to 1030,Range of Values,283,LBCPDT_3.536 to 1030,LBCPDT_Range of Values
LBCPDT,"LBCPDT - p,p'-DDT (pg/g)",.,Missing,1,LBCPDT_.,LBCPDT_Missing
LBCPDTLA,"LBCPDTLA - p,p'-DDT Lipid Adj (ng/g)",0.601 to 188.1,Range of Values,283,LBCPDTLA_0.601 to 188.1,LBCPDTLA_Range of Values
LBCPDTLA,"LBCPDTLA - p,p'-DDT Lipid Adj (ng/g)",.,Missing,1,LBCPDTLA_.,LBCPDTLA_Missing
LBDPDTLC,"LBDPDTLC - p,p'-DDT comment code",0,At or above the detection limit,263,LBDPDTLC_0,LBDPDTLC_At or above the detection limit
LBDPDTLC,"LBDPDTLC - p,p'-DDT comment code",1,Below lower detection limit,20,LBDPDTLC_1,LBDPDTLC_Below lower detection limit
LBDPDTLC,"LBDPDTLC - p,p'-DDT comment code",.,Missing,1,LBDPDTLC_.,LBDPDTLC_Missing
LBCTNA,LBCTNA - trans-Nonachlor (pg/g),3.536 to 586.4,Range of Values,284,LBCTNA_3.536 to 586.4,LBCTNA_Range of Values
LBCTNA,LBCTNA - trans-Nonachlor (pg/g),.,Missing,0,LBCTNA_.,LBCTNA_Missing
LBCTNALA,"LBCTNALA - trans-Nonachlor Lipid Adj 
(ng/g)",0.7778 to 105.7,Range of Values,284,LBCTNALA_0.7778 to 105.7,LBCTNALA_Range of Values
LBCTNALA,"LBCTNALA - trans-Nonachlor Lipid Adj 
(ng/g)",.,Missing,0,LBCTNALA_.,LBCTNALA_Missing
LBDTNALC,LBDTNALC - trans-Nonachlor comment code,0,At or above the detection limit,283,LBDTNALC_0,LBDTNALC_At or above the detection limit
LBDTNALC,LBDTNALC - trans-Nonachlor comment code,1,Below lower detection limit,1,LBDTNALC_1,LBDTNALC_Below lower detection limit
LBDTNALC,LBDTNALC - trans-Nonachlor comment code,.,Missing,0,LBDTNALC_.,LBDTNALC_Missing
WTSB2YR,WTSB2YR - Environmental B 2-year weights,14988.396826 to 482310.7883,Range of Values,2727,WTSB2YR_14988.396826 to 482310.7883,WTSB2YR_Range of Values
WTSB2YR,WTSB2YR - Environmental B 2-year weights,0,No lab Result,50,WTSB2YR_0,WTSB2YR_No lab Result
WTSB2YR,WTSB2YR - Environmental B 2-year weights,.,Missing,0,WTSB2YR_.,WTSB2YR_Missing
URXUCR,"URXUCR - Creatinine, urine (mg/dL)",8 to 659,Range of Values,2690,URXUCR_8 to 659,URXUCR_Range of Values
URXUCR,"URXUCR - Creatinine, urine (mg/dL)",.,Missing,87,URXUCR_.,URXUCR_Missing
URXCNP,URXCNP - Mono(carboxynonyl) Phthalate (ng/mL),0.14 to 876.4,Range of Values,2685,URXCNP_0.14 to 876.4,URXCNP_Range of Values
URXCNP,URXCNP - Mono(carboxynonyl) Phthalate (ng/mL),.,Missing,92,URXCNP_.,URXCNP_Missing
URDCNPLC,URDCNPLC - Mono(carboxynonyl) Phthalate cmt code,0,At or above the detection limit,2652,URDCNPLC_0,URDCNPLC_At or above the detection limit
URDCNPLC,URDCNPLC - Mono(carboxynonyl) Phthalate cmt code,1,Below lower detection limit,33,URDCNPLC_1,URDCNPLC_Below lower detection limit
URDCNPLC,URDCNPLC - Mono(carboxynonyl) Phthalate cmt code,.,Missing,92,URDCNPLC_.,URDCNPLC_Missing
URXCOP,URXCOP - Mono(carboxyoctyl) Phthalate (ng/mL),0.21 to 1813.1,Range of Values,2685,URXCOP_0.21 to 1813.1,URXCOP_Range of Values
URXCOP,URXCOP - Mono(carboxyoctyl) Phthalate (ng/mL),.,Missing,92,URXCOP_.,URXCOP_Missing
URDCOPLC,URDCOPLC - Mono(carboxyoctyl) phthalate cmt code,0,At or above the detection limit,2682,URDCOPLC_0,URDCOPLC_At or above the detection limit
URDCOPLC,URDCOPLC - Mono(carboxyoctyl) phthalate cmt code,1,Below lower detection limit,3,URDCOPLC_1,URDCOPLC_Below lower detection limit
