short_title,title,code or value,description,count
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,J,Permanent root tip is present but no restorative replacement is present,57
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,K,Primary tooth with surface condition (s),360
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,M,Missing due to other causes,255
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,P,Missing due to dental disease but replaced by a removable restoration,424
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,Q,Missing due to other causes but replaced by a removable restoration,21
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,R,"Missing due to dental disease, but replaced by a fixed restoration",21
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,S,Sound permanent tooth,5072
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,T,Permanent root tip is present but a restorative replacement is present,2
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,U,Unerupted,153
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,Y,"Tooth present, condition cannot be assessed",52
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,Z,Permanent tooth with surface condition (s),874
OHX21CTC,OHX21CTC - Coronal Caries: Tooth Count #21,< blank >,Missing,457
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,D,Sound primary tooth,1790
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,E,Missing due to dental disease,78
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,J,Permanent root tip is present but no restorative replacement is present,28
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,K,Primary tooth with surface condition (s),13
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,M,Missing due to other causes,6
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,P,Missing due to dental disease but replaced by a removable restoration,358
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,Q,Missing due to other causes but replaced by a removable restoration,21
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,R,"Missing due to dental disease, but replaced by a fixed restoration",5
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,S,Sound permanent tooth,6017
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,T,Permanent root tip is present but a restorative replacement is present,5
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,U,Unerupted,190
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,Y,"Tooth present, condition cannot be assessed",126
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,Z,Permanent tooth with surface condition (s),328
OHX22CTC,OHX22CTC - Coronal Caries: Tooth Count #22,< blank >,Missing,457
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,D,Sound primary tooth,1285
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,E,Missing due to dental disease,94
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,J,Permanent root tip is present but no restorative replacement is present,21
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,K,Primary tooth with surface condition (s),0
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,M,Missing due to other causes,8
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,P,Missing due to dental disease but replaced by a removable restoration,417
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,Q,Missing due to other causes but replaced by a removable restoration,25
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,R,"Missing due to dental disease, but replaced by a fixed restoration",28
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,S,Sound permanent tooth,6734
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,T,Permanent root tip is present but a restorative replacement is present,0
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,U,Unerupted,72
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,X,"Missing due to other causes, but replaced by a fixed restoration",5
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,Y,"Tooth present, condition cannot be assessed",98
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,Z,Permanent tooth with surface condition (s),178
OHX23CTC,OHX23CTC - Coronal Caries: Tooth Count #23,< blank >,Missing,457
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,D,Sound primary tooth,1096
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,E,Missing due to dental disease,115
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,J,Permanent root tip is present but no restorative replacement is present,16
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,K,Primary tooth with surface condition (s),0
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,M,Missing due to other causes,15
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,P,Missing due to dental disease but replaced by a removable restoration,432
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,Q,Missing due to other causes but replaced by a removable restoration,29
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,R,"Missing due to dental disease, but replaced by a fixed restoration",38
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,S,Sound permanent tooth,6991
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,T,Permanent root tip is present but a restorative replacement is present,0
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,U,Unerupted,12
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,X,"Missing due to other causes, but replaced by a fixed restoration",8
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,Y,"Tooth present, condition cannot be assessed",87
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,Z,Permanent tooth with surface condition (s),126
OHX24CTC,OHX24CTC - Coronal Caries: Tooth Count #24,< blank >,Missing,457
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,D,Sound primary tooth,1103
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,E,Missing due to dental disease,114
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,J,Permanent root tip is present but no restorative replacement is present,20
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,K,Primary tooth with surface condition (s),0
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,M,Missing due to other causes,15
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,P,Missing due to dental disease but replaced by a removable restoration,434
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,Q,Missing due to other causes but replaced by a removable restoration,28
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,R,"Missing due to dental disease, but replaced by a fixed restoration",42
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,S,Sound permanent tooth,6964
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,T,Permanent root tip is present but a restorative replacement is present,1
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,U,Unerupted,10
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,X,"Missing due to other causes, but replaced by a fixed restoration",11
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,Y,"Tooth present, condition cannot be assessed",82
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,Z,Permanent tooth with surface condition (s),141
OHX25CTC,OHX25CTC - Coronal Caries: Tooth Count #25,< blank >,Missing,457
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,D,Sound primary tooth,1283
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,E,Missing due to dental disease,103
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,J,Permanent root tip is present but no restorative replacement is present,25
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,K,Primary tooth with surface condition (s),1
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,M,Missing due to other causes,12
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,P,"Missing due to dental disease, but replaced by a removable restoration",420
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,Q,"Missing due to other causes, but replaced by a removable restoration",26
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,R,"Missing due to dental disease, but replaced by a fixed restoration",25
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,S,Sound permanent tooth,6719
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,T,Permanent root tip is present but a restorative replacement is present,0
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,U,Unerupted,70
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,X,"Missing due to other causes, but replaced by a fixed restoration",6
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,Y,"Tooth present, condition cannot be assessed",111
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,Z,Permanent tooth with surface condition (s),164
OHX26CTC,OHX26CTC - Coronal Caries: Tooth Count #26,< blank >,Missing,457
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,D,Sound primary tooth,1787
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,E,Missing due to dental disease,82
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,J,Permanent root tip is present but no restorative replacement is present,36
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,K,Primary tooth with surface condition (s),11
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,M,Missing due to other causes,7
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,P,"Missing due to dental disease, but replaced by a removable restoration",359
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,Q,"Missing due to other causes, but replaced by a removable restoration",19
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,R,"Missing due to dental disease, but replaced by a fixed restoration",6
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,S,Sound permanent tooth,6044
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,T,Permanent root tip is present but a restorative replacement is present,0
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,U,Unerupted,184
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,Y,"Tooth present, condition cannot be assessed",124
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,Z,Permanent tooth with surface condition (s),306
OHX27CTC,OHX27CTC - Coronal Caries: Tooth Count #27,< blank >,Missing,457
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,D,Sound primary tooth,1471
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,E,Missing due to dental disease,189
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,J,Permanent root tip is present but no restorative replacement is present,63
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,K,Primary tooth with surface condition (s),383
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,M,Missing due to other causes,257
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,P,"Missing due to dental disease, but replaced by a removable restoration",416
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,Q,"Missing due to other causes, but replaced by a removable restoration",20
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,R,"Missing due to dental disease, but replaced by a fixed restoration",23
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,S,Sound permanent tooth,5045
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,T,Permanent root tip is present but a restorative replacement is present,1
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,U,Unerupted,139
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,Y,"Tooth present, condition cannot be assessed",48
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,Z,Permanent tooth with surface condition (s),910
OHX28CTC,OHX28CTC - Coronal Caries: Tooth Count #28,< blank >,Missing,457
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,D,Sound primary tooth,1360
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,E,Missing due to dental disease,386
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,J,Permanent root tip is present but no restorative replacement is present,88
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,K,Primary tooth with surface condition (s),498
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,M,Missing due to other causes,6
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,P,"Missing due to dental disease, but replaced by a removable restoration",488
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,Q,"Missing due to other causes, but replaced by a removable restoration",21
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,R,"Missing due to dental disease, but replaced by a fixed restoration",70
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,S,Sound permanent tooth,4148
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,T,Permanent root tip is present but a restorative replacement is present,0
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,U,Unerupted,311
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,X,"Missing due to other causes, but replaced by a fixed restoration",2
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,Y,"Tooth present, condition cannot be assessed",32
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,Z,Permanent tooth with surface condition (s),1555
OHX29CTC,OHX29CTC - Coronal Caries: Tooth Count #29,< blank >,Missing,457
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,D,Sound primary tooth,0
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,E,Missing due to dental disease,1019
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,J,Permanent root tip is present but no restorative replacement is present,126
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,K,Primary tooth with surface condition (s),0
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,M,Missing due to other causes,1
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,P,"Missing due to dental disease, but replaced by a removable restoration",554
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,Q,"Missing due to other causes, but replaced by a removable restoration",21
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,R,"Missing due to dental disease, but replaced by a fixed restoration",145
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,S,Sound permanent tooth,2936
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,T,Permanent root tip is present but a restorative replacement is present,0
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,U,Unerupted,1140
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,X,"Missing due to other causes, but replaced  by a fixed restoration",1
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,Y,"Tooth present, condition cannot be assessed",67
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,Z,Permanent tooth with surface condition (s),2955
OHX30CTC,OHX30CTC - Coronal Caries: Tooth Count #30,< blank >,Missing,457
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,D,Sound primary tooth,0
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,E,Missing due to dental disease,1004
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,J,Permanent root tip is present but no restorative replacement is present,99
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,K,Primary tooth with surface condition (s),0
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,M,Missing due to other causes,3
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,P,"Missing due to dental disease, but replaced by a removable restoration",527
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,Q,"Missing due to other causes, but replaced by a removable restoration",23
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,R,"Missing due to dental disease, but replaced by a fixed restoration",37
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,S,Sound permanent tooth,2198
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,T,Permanent root tip is present but a restorative replacement is present,1
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,U,Unerupted,2274
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,X,"Missing due to other causes, but replaced by a fixed restoration",0
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,Y,"Tooth present, condition cannot be assessed",64
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,Z,Permanent tooth with surface condition (s),2735
OHX31CTC,OHX31CTC - Coronal Caries: Tooth Count #31,< blank >,Missing,457
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,Coronal Caries:  Surface condition #2,Value was recorded,1206
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,0,Lingual surface caries,6
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,1,Occlusal/incisal caries,181
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,2,Facial surface caries,4
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,3,Mesial caries,3
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,4,Distal caries,1
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,5,Lingual surface restoration,8
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,6,Occlusal/incisal restoration,963
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,7,Facial surface restoration,2
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,8,Mesial restoration,1
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,9,Distal restoration,0
OHX02CSC,OHX02CSC - Coronal Caries:  Surface condition #2,< blank >,Missing,7047
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,Coronal Caries:  Surface condition #3,Value was recorded,2124
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,0,Lingual surface caries,23
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,1,Occlusal/incisal caries,129
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,2,Facial surface caries,1
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,3,Mesial caries,3
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,4,Distal caries,0
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,5,Lingual surface restoration,31
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,6,Occlusal/incisal restoration,613
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,7,Facial surface restoration,6
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,8,Mesial restoration,1
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,9,Distal restoration,0
OHX03CSC,OHX03CSC - Coronal Caries:  Surface condition #3,< blank >,Missing,6491
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,Coronal Caries:  Surface condition #4,Value was recorded,1581
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,0,Lingual surface caries,6
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,1,Occlusal/incisal caries,76
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,2,Facial surface caries,4
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,3,Mesial caries,16
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,4,Distal caries,12
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,5,Lingual surface restoration,5
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,6,Occlusal/incisal restoration,318
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,7,Facial surface restoration,12
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,8,Mesial restoration,1
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,9,Distal restoration,1
OHX04CSC,OHX04CSC - Coronal Caries:  Surface condition #4,< blank >,Missing,7390
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,Coronal Caries:  Surface condition #5,Value was recorded,1267
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,0,Lingual surface caries,0
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,1,Occlusal/incisal caries,61
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,2,Facial surface caries,9
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,3,Mesial caries,4
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,4,Distal caries,15
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,5,Lingual surface restoration,0
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,6,Occlusal/incisal restoration,298
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,7,Facial surface restoration,13
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,8,Mesial restoration,2
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,9,Distal restoration,1
OHX05CSC,OHX05CSC - Coronal Caries:  Surface condition #5,< blank >,Missing,7752
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,Coronal Caries:  Surface condition #6,Value was recorded,365
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,0,Lingual surface caries,22
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,2,Facial surface caries,47
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,3,Mesial caries,26
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,4,Distal caries,26
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,5,Lingual surface restoration,18
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,7,Facial surface restoration,48
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,8,Mesial restoration,32
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,9,Distal restoration,34
OHX06CSC,OHX06CSC - Coronal Caries:  Surface condition #6,< blank >,Missing,8804
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,Coronal Caries:  Surface condition #7,Value was recorded,476
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,0,Lingual surface caries,28
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,2,Facial surface caries,36
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,3,Mesial caries,68
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,4,Distal caries,20
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,5,Lingual surface restoration,105
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,7,Facial surface restoration,20
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,8,Mesial restoration,87
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,9,Distal restoration,37
OHX07CSC,OHX07CSC - Coronal Caries:  Surface condition #7,< blank >,Missing,8545
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,Coronal Caries:  Surface condition #8,Value was recorded,564
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,0,Lingual surface caries,20
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,2,Facial surface caries,32
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,3,Mesial caries,67
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,4,Distal caries,46
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,5,Lingual surface restoration,21
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,7,Facial surface restoration,19
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,8,Mesial restoration,78
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,9,Distal restoration,71
OHX08CSC,OHX08CSC - Coronal Caries:  Surface condition #8,< blank >,Missing,8504
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,Coronal Caries:  Surface condition #9,Value was recorded,563
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,0,Lingual surface caries,15
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,2,Facial surface caries,19
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,3,Mesial caries,73
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,4,Distal caries,36
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,5,Lingual surface restoration,28
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,7,Facial surface restoration,14
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,8,Mesial restoration,69
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,9,Distal restoration,68
OHX09CSC,OHX09CSC - Coronal Caries:  Surface condition #9,< blank >,Missing,8537
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,Coronal Caries:  Surface condition #10,Value was recorded,529
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,0,Lingual surface caries,21
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,2,Facial surface caries,23
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,3,Mesial caries,57
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,4,Distal caries,26
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,5,Lingual surface restoration,99
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,7,Facial surface restoration,28
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,8,Mesial restoration,88
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,9,Distal restoration,46
OHX10CSC,OHX10CSC - Coronal Caries:  Surface condition #10,< blank >,Missing,8505
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,Coronal Caries:  Surface condition #11,Value was recorded,401
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,0,Lingual surface caries,23
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,2,Facial surface caries,50
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,3,Mesial caries,16
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,4,Distal caries,32
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,5,Lingual surface restoration,23
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,7,Facial surface restoration,55
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,8,Mesial restoration,25
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,9,Distal restoration,48
OHX11CSC,OHX11CSC - Coronal Caries:  Surface condition #11,< blank >,Missing,8749
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,Coronal Caries:  Surface condition #12,Value was recorded,1215
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,0,Lingual surface caries,1
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,1,Occlusal/incisal caries,59
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,2,Facial surface caries,13
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,3,Mesial caries,4
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,4,Distal caries,24
OHX12CSC,OHX12CSC - Coronal Caries:  Surface condition #12,5,Lingual surface restoration,1
