short_title,title,code or value,description,count
MCQ240r ,MCQ240r  - Age nervous system cancer diagnosed,99999,Don't know,0
MCQ240r ,MCQ240r  - Age nervous system cancer diagnosed,.,Missing,9770
MCQ240s ,MCQ240s  - Age when ovarian cancer first diagnosed,16 to 70,Range of Values,10
MCQ240s ,MCQ240s  - Age when ovarian cancer first diagnosed,80,80 years or older,0
MCQ240s ,MCQ240s  - Age when ovarian cancer first diagnosed,77777,Refused,0
MCQ240s ,MCQ240s  - Age when ovarian cancer first diagnosed,99999,Don't know,0
MCQ240s ,MCQ240s  - Age when ovarian cancer first diagnosed,.,Missing,9760
MCQ240t ,MCQ240t  - Age pancreatic cancer first diagnosed,48 to 63,Range of Values,3
MCQ240t ,MCQ240t  - Age pancreatic cancer first diagnosed,80,80 years or older,0
MCQ240t ,MCQ240t  - Age pancreatic cancer first diagnosed,77777,Refused,0
MCQ240t ,MCQ240t  - Age pancreatic cancer first diagnosed,99999,Don't know,0
MCQ240t ,MCQ240t  - Age pancreatic cancer first diagnosed,.,Missing,9767
MCQ240u ,MCQ240u  - Age prostate cancer first diagnosed,49 to 79,Range of Values,67
MCQ240u ,MCQ240u  - Age prostate cancer first diagnosed,80,80 years or older,1
MCQ240u ,MCQ240u  - Age prostate cancer first diagnosed,77777,Refused,0
MCQ240u ,MCQ240u  - Age prostate cancer first diagnosed,99999,Don't know,0
MCQ240u ,MCQ240u  - Age prostate cancer first diagnosed,.,Missing,9702
MCQ240v ,MCQ240v  - Age when rectal cancer first diagnosed,51,51,1
MCQ240v ,MCQ240v  - Age when rectal cancer first diagnosed,80,80 years or older,0
MCQ240v ,MCQ240v  - Age when rectal cancer first diagnosed,77777,Refused,0
MCQ240v ,MCQ240v  - Age when rectal cancer first diagnosed,99999,Don't know,0
MCQ240v ,MCQ240v  - Age when rectal cancer first diagnosed,.,Missing,9769
MCQ240w ,MCQ240w  - Age non-melanoma skin cancer diagnosed,7 to 79,Range of Values,98
MCQ240w ,MCQ240w  - Age non-melanoma skin cancer diagnosed,80,80 years or older,7
MCQ240w ,MCQ240w  - Age non-melanoma skin cancer diagnosed,77777,Refused,0
MCQ240w ,MCQ240w  - Age non-melanoma skin cancer diagnosed,99999,Don't know,0
MCQ240w ,MCQ240w  - Age non-melanoma skin cancer diagnosed,.,Missing,9665
MCQ240x ,MCQ240x  - Age unknown skin cancer first diagnosed,18 to 79,Range of Values,52
MCQ240x ,MCQ240x  - Age unknown skin cancer first diagnosed,80,80 years or older,5
MCQ240x ,MCQ240x  - Age unknown skin cancer first diagnosed,77777,Refused,0
MCQ240x ,MCQ240x  - Age unknown skin cancer first diagnosed,99999,Don't know,0
MCQ240x ,MCQ240x  - Age unknown skin cancer first diagnosed,.,Missing,9713
MCQ240y ,MCQ240y  - Age soft tissue cancer first diagnosed,20 to 55,Range of Values,3
MCQ240y ,MCQ240y  - Age soft tissue cancer first diagnosed,80,80 years or older,0
MCQ240y ,MCQ240y  - Age soft tissue cancer first diagnosed,77777,Refused,0
MCQ240y ,MCQ240y  - Age soft tissue cancer first diagnosed,99999,Don't know,0
MCQ240y ,MCQ240y  - Age soft tissue cancer first diagnosed,.,Missing,9767
MCQ240z ,MCQ240z  - Age stomach cancer first diagnosed,45 to 73,Range of Values,3
MCQ240z ,MCQ240z  - Age stomach cancer first diagnosed,80,80 years or older,0
MCQ240z ,MCQ240z  - Age stomach cancer first diagnosed,77777,Refused,0
MCQ240z ,MCQ240z  - Age stomach cancer first diagnosed,99999,Don't know,0
MCQ240z ,MCQ240z  - Age stomach cancer first diagnosed,.,Missing,9767
MCQ300a ,MCQ300a  - Close relative had heart attack?,1,Yes,622
MCQ300a ,MCQ300a  - Close relative had heart attack?,2,No,5003
MCQ300a ,MCQ300a  - Close relative had heart attack?,7,Refused,0
MCQ300a ,MCQ300a  - Close relative had heart attack?,9,Don't know,144
MCQ300a ,MCQ300a  - Close relative had heart attack?,.,Missing,4001
MCQ300b ,MCQ300b  - Close relative had asthma?,1,Yes,2050
MCQ300b ,MCQ300b  - Close relative had asthma?,2,No,6361
MCQ300b ,MCQ300b  - Close relative had asthma?,7,Refused,3
MCQ300b ,MCQ300b  - Close relative had asthma?,9,Don't know,158
MCQ300b ,MCQ300b  - Close relative had asthma?,.,Missing,1198
MCQ300c ,MCQ300c  - Close relative had diabetes?,1,Yes,2301
MCQ300c ,MCQ300c  - Close relative had diabetes?,2,No,3351
MCQ300c ,MCQ300c  - Close relative had diabetes?,7,Refused,0
MCQ300c ,MCQ300c  - Close relative had diabetes?,9,Don't know,117
MCQ300c ,MCQ300c  - Close relative had diabetes?,.,Missing,4001
MCQ365a ,MCQ365a  - Doctor told you to lose weight,1,Yes,1682
MCQ365a ,MCQ365a  - Doctor told you to lose weight,2,No,4781
MCQ365a ,MCQ365a  - Doctor told you to lose weight,7,Refused,0
MCQ365a ,MCQ365a  - Doctor told you to lose weight,9,Don't know,1
MCQ365a ,MCQ365a  - Doctor told you to lose weight,.,Missing,3306
MCQ365b ,MCQ365b  - Doctor told you to exercise,1,Yes,2244
MCQ365b ,MCQ365b  - Doctor told you to exercise,2,No,4220
MCQ365b ,MCQ365b  - Doctor told you to exercise,7,Refused,0
MCQ365b ,MCQ365b  - Doctor told you to exercise,9,Don't know,0
MCQ365b ,MCQ365b  - Doctor told you to exercise,.,Missing,3306
MCQ365c ,MCQ365c  - Doctor told you to reduce salt in diet,1,Yes,1543
MCQ365c ,MCQ365c  - Doctor told you to reduce salt in diet,2,No,4913
MCQ365c ,MCQ365c  - Doctor told you to reduce salt in diet,7,Refused,0
MCQ365c ,MCQ365c  - Doctor told you to reduce salt in diet,9,Don't know,8
MCQ365c ,MCQ365c  - Doctor told you to reduce salt in diet,.,Missing,3306
MCQ365d ,MCQ365d  - Doctor told you to reduce fat/calories,1,Yes,1746
MCQ365d ,MCQ365d  - Doctor told you to reduce fat/calories,2,No,4713
MCQ365d ,MCQ365d  - Doctor told you to reduce fat/calories,7,Refused,0
MCQ365d ,MCQ365d  - Doctor told you to reduce fat/calories,9,Don't know,5
MCQ365d ,MCQ365d  - Doctor told you to reduce fat/calories,.,Missing,3306
MCQ370a ,MCQ370a  - Are you now controlling or losing weight,1,Yes,3923
MCQ370a ,MCQ370a  - Are you now controlling or losing weight,2,No,2537
MCQ370a ,MCQ370a  - Are you now controlling or losing weight,7,Refused,1
MCQ370a ,MCQ370a  - Are you now controlling or losing weight,9,Don't know,3
MCQ370a ,MCQ370a  - Are you now controlling or losing weight,.,Missing,3306
MCQ370b ,MCQ370b  - Are you now increasing exercise,1,Yes,3816
MCQ370b ,MCQ370b  - Are you now increasing exercise,2,No,2647
MCQ370b ,MCQ370b  - Are you now increasing exercise,7,Refused,1
MCQ370b ,MCQ370b  - Are you now increasing exercise,9,Don't know,0
MCQ370b ,MCQ370b  - Are you now increasing exercise,.,Missing,3306
MCQ370c ,MCQ370c  - Are you now reducing salt in diet,1,Yes,3198
MCQ370c ,MCQ370c  - Are you now reducing salt in diet,2,No,3264
MCQ370c ,MCQ370c  - Are you now reducing salt in diet,7,Refused,1
MCQ370c ,MCQ370c  - Are you now reducing salt in diet,9,Don't know,1
MCQ370c ,MCQ370c  - Are you now reducing salt in diet,.,Missing,3306
MCQ370d ,MCQ370d  - Are you now reducing fat in diet,1,Yes,3454
MCQ370d ,MCQ370d  - Are you now reducing fat in diet,2,No,3006
MCQ370d ,MCQ370d  - Are you now reducing fat in diet,7,Refused,1
MCQ370d ,MCQ370d  - Are you now reducing fat in diet,9,Don't know,3
MCQ370d ,MCQ370d  - Are you now reducing fat in diet,.,Missing,3306
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",0,Never,981
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",1,About once,445
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",2,Two or three times,279
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",3,Nearly every day,84
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",4,Several times a day,47
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",7,Refused,0
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",9,Don't know,4
MCQ380  ,"MCQ380   - Past 7 days, had trouble remembering",.,Missing,7930
DPQ010  ,DPQ010   - Have little interest in doing things,0,Not at all,3976
DPQ010  ,DPQ010   - Have little interest in doing things,1,Several days,881
DPQ010  ,DPQ010   - Have little interest in doing things,2,More than half the days,293
DPQ010  ,DPQ010   - Have little interest in doing things,3,Nearly every day,242
DPQ010  ,DPQ010   - Have little interest in doing things,7,Refused,1
DPQ010  ,DPQ010   - Have little interest in doing things,9,Don't know,5
DPQ010  ,DPQ010   - Have little interest in doing things,.,Missing,526
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",0,Not at all,4071
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",1,Several days,903
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",2,More than half the days,214
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",3,Nearly every day,202
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",7,Refused,3
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",9,Don't know,3
DPQ020  ,"DPQ020   - Feeling down, depressed, or hopeless",.,Missing,528
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,0,Not at all,3416
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,1,Several days,1127
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,2,More than half the days,350
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,3,Nearly every day,501
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,7,Refused,1
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,9,Don't know,0
DPQ030  ,DPQ030   - Trouble sleeping or sleeping too much,.,Missing,529
DPQ040  ,DPQ040   - Feeling tired or having little energy,0,Not at all,2650
DPQ040  ,DPQ040   - Feeling tired or having little energy,1,Several days,1829
DPQ040  ,DPQ040   - Feeling tired or having little energy,2,More than half the days,423
DPQ040  ,DPQ040   - Feeling tired or having little energy,3,Nearly every day,492
DPQ040  ,DPQ040   - Feeling tired or having little energy,7,Refused,1
DPQ040  ,DPQ040   - Feeling tired or having little energy,9,Don't know,0
DPQ040  ,DPQ040   - Feeling tired or having little energy,.,Missing,529
DPQ050  ,DPQ050   - Poor appetite or overeating,0,Not at all,4036
DPQ050  ,DPQ050   - Poor appetite or overeating,1,Several days,832
DPQ050  ,DPQ050   - Poor appetite or overeating,2,More than half the days,278
DPQ050  ,DPQ050   - Poor appetite or overeating,3,Nearly every day,247
DPQ050  ,DPQ050   - Poor appetite or overeating,7,Refused,0
DPQ050  ,DPQ050   - Poor appetite or overeating,9,Don't know,2
DPQ050  ,DPQ050   - Poor appetite or overeating,.,Missing,529
DPQ060  ,DPQ060   - Feeling bad about yourself,0,Not at all,4449
DPQ060  ,DPQ060   - Feeling bad about yourself,1,Several days,620
DPQ060  ,DPQ060   - Feeling bad about yourself,2,More than half the days,154
DPQ060  ,DPQ060   - Feeling bad about yourself,3,Nearly every day,167
DPQ060  ,DPQ060   - Feeling bad about yourself,7,Refused,0
DPQ060  ,DPQ060   - Feeling bad about yourself,9,Don't know,4
DPQ060  ,DPQ060   - Feeling bad about yourself,.,Missing,530
DPQ070  ,DPQ070   - Trouble concentrating on things,0,Not at all,4423
DPQ070  ,DPQ070   - Trouble concentrating on things,1,Several days,586
DPQ070  ,DPQ070   - Trouble concentrating on things,2,More than half the days,193
DPQ070  ,DPQ070   - Trouble concentrating on things,3,Nearly every day,189
DPQ070  ,DPQ070   - Trouble concentrating on things,7,Refused,1
DPQ070  ,DPQ070   - Trouble concentrating on things,9,Don't know,2
DPQ070  ,DPQ070   - Trouble concentrating on things,.,Missing,530
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,0,Not at all,4786
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,1,Several days,367
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,2,More than half the days,134
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,3,Nearly every day,104
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,7,Refused,1
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,9,Don't know,2
DPQ080  ,DPQ080   - Moving or speaking slowly or too fast,.,Missing,530
DPQ090  ,DPQ090   - Thought you would be better off dead,0,Not at all,5205
DPQ090  ,DPQ090   - Thought you would be better off dead,1,Several days,122
DPQ090  ,DPQ090   - Thought you would be better off dead,2,More than half the days,31
DPQ090  ,DPQ090   - Thought you would be better off dead,3,Nearly every day,32
DPQ090  ,DPQ090   - Thought you would be better off dead,7,Refused,1
DPQ090  ,DPQ090   - Thought you would be better off dead,9,Don't know,2
DPQ090  ,DPQ090   - Thought you would be better off dead,.,Missing,531
DPQ100  ,DPQ100   - Difficulty these problems have caused,0,"Not at all difficult,",2693
DPQ100  ,DPQ100   - Difficulty these problems have caused,1,"Somewhat difficult,",771
DPQ100  ,DPQ100   - Difficulty these problems have caused,2,"Very difficult,",138
DPQ100  ,DPQ100   - Difficulty these problems have caused,3,Extremely difficult,69
DPQ100  ,DPQ100   - Difficulty these problems have caused,7,Refused,1
DPQ100  ,DPQ100   - Difficulty these problems have caused,9,Don't know,2
DPQ100  ,DPQ100   - Difficulty these problems have caused,.,Missing,2250
OCD150,OCD150 - Type of work done last week,1,"Working at a job or business,",3345
OCD150,OCD150 - Type of work done last week,2,"With a job or business but not at work,",98
OCD150,OCD150 - Type of work done last week,3,"Looking for work, or",200
OCD150,OCD150 - Type of work done last week,4,Not working at a job or business?,2816
OCD150,OCD150 - Type of work done last week,7,Refused,0
OCD150,OCD150 - Type of work done last week,9,Don't know,0
OCD150,OCD150 - Type of work done last week,.,Missing,5
OCQ180,OCQ180 - Hours worked last week at all jobs,1 to 120,Range of Values,3339
OCQ180,OCQ180 - Hours worked last week at all jobs,77777,Refused,2
OCQ180,OCQ180 - Hours worked last week at all jobs,99999,Don't know,4
OCQ180,OCQ180 - Hours worked last week at all jobs,.,Missing,3119
OHQ030  ,OHQ030   - When did you last visit a dentist,1,6 months or less,4632
OHQ030  ,OHQ030   - When did you last visit a dentist,2,"More than 6 months, but not more than 1 year ago",1510
OHQ030  ,OHQ030   - When did you last visit a dentist,3,"More than 1 year, but not more than 2 years ago",980
OHQ030  ,OHQ030   - When did you last visit a dentist,4,"More than 2 years, but not more than 3 years ago",592
OHQ030  ,OHQ030   - When did you last visit a dentist,5,"More than 3 years, but not more than 5 years ago",480
OHQ030  ,OHQ030   - When did you last visit a dentist,6,More than 5 years ago,913
OHQ030  ,OHQ030   - When did you last visit a dentist,7,Never have been,650
OHQ030  ,OHQ030   - When did you last visit a dentist,77,Refused,2
OHQ030  ,OHQ030   - When did you last visit a dentist,99,Don't know,9
OHQ030  ,OHQ030   - When did you last visit a dentist,.,Missing,2
OHQ033  ,OHQ033   - Main reason for last dental visit,1,"Went in on own for check-up, examination, or cleaning",5790
OHQ033  ,OHQ033   - Main reason for last dental visit,2,"Was called in by the dentist for check-up, examination, or cleaning",187
OHQ033  ,OHQ033   - Main reason for last dental visit,3,"Something was wrong, bothering or hurting {me/SP}",1863
OHQ033  ,OHQ033   - Main reason for last dental visit,4,Went for treatment of a condition that dentist discovered at earlier checkup or examination,1087
OHQ033  ,OHQ033   - Main reason for last dental visit,5,Other,166
OHQ033  ,OHQ033   - Main reason for last dental visit,7,Refused,1
OHQ033  ,OHQ033   - Main reason for last dental visit,9,Don't know,24
OHQ033  ,OHQ033   - Main reason for last dental visit,.,Missing,652
OHQ770  ,OHQ770   - Past yr need dental but couldn't get it,1,Yes,1385
OHQ770  ,OHQ770   - Past yr need dental but couldn't get it,2,No,7732
OHQ770  ,OHQ770   - Past yr need dental but couldn't get it,7,Refused,1
OHQ770  ,OHQ770   - Past yr need dental but couldn't get it,9,Don't know,0
OHQ770  ,OHQ770   - Past yr need dental but couldn't get it,.,Missing,652
OHQ780A,OHQ780A - Could not afford the cost,10,Could not afford the cost,1089
OHQ780A,OHQ780A - Could not afford the cost,77,Refused,0
OHQ780A,OHQ780A - Could not afford the cost,99,Don't know,1
OHQ780A,OHQ780A - Could not afford the cost,.,Missing,8680
OHQ780B,OHQ780B - Did not want to spend the money,11,Did not want to spend the money,65
OHQ780B,OHQ780B - Did not want to spend the money,.,Missing,9705
OHQ780C,OHQ780C - Insurance did not cover procedures,12,Insurance did not cover recommended procedure,208
OHQ780C,OHQ780C - Insurance did not cover procedures,.,Missing,9562
OHQ780D,OHQ780D - Dental office is too far away,13,Dental office is too far away,25
OHQ780D,OHQ780D - Dental office is too far away,.,Missing,9745
OHQ780E,OHQ780E - Office not open at convenient time,14,Dental office not open at convenient time,21
OHQ780E,OHQ780E - Office not open at convenient time,.,Missing,9749
OHQ780F,OHQ780F - Another dentist recommended not doing it,15,Another dentist recommended not doing it,5
OHQ780F,OHQ780F - Another dentist recommended not doing it,.,Missing,9765
OHQ780G,OHQ780G - Afraid or do not like dentists,16,Afraid or do not like dentists,76
OHQ780G,OHQ780G - Afraid or do not like dentists,.,Missing,9694
OHQ780H,OHQ780H - Unable to take time off from work,17,Unable to take time off from work,45
OHQ780H,OHQ780H - Unable to take time off from work,.,Missing,9725
OHQ780I,OHQ780I - Too busy,18,Too busy,47
OHQ780I,OHQ780I - Too busy,.,Missing,9723
OHQ780J,OHQ780J - Expected dental problems to go away,19,I did not think anything serious was wrong - expected dental problems to go away,35
OHQ780J,OHQ780J - Expected dental problems to go away,.,Missing,9735
OHQ780K,OHQ780K - Other reason could not get dental care,20,Other,87
OHQ780K,OHQ780K - Other reason could not get dental care,.,Missing,9683
OSQ010a,OSQ010a - Broken or fractured a hip,1,Yes,83
OSQ010a,OSQ010a - Broken or fractured a hip,2,No,3731
OSQ010a,OSQ010a - Broken or fractured a hip,7,Refused,0
OSQ010a,OSQ010a - Broken or fractured a hip,9,Don't know,1
OSQ010a,OSQ010a - Broken or fractured a hip,.,Missing,0
OSQ010b,OSQ010b - Broken or fractured a wrist,1,Yes,316
OSQ010b,OSQ010b - Broken or fractured a wrist,2,No,3496
OSQ010b,OSQ010b - Broken or fractured a wrist,7,Refused,0
OSQ010b,OSQ010b - Broken or fractured a wrist,9,Don't know,3
OSQ010b,OSQ010b - Broken or fractured a wrist,.,Missing,0
OSQ010c,OSQ010c - Broken or fractured spine,1,Yes,77
OSQ010c,OSQ010c - Broken or fractured spine,2,No,3734
OSQ010c,OSQ010c - Broken or fractured spine,7,Refused,0
OSQ010c,OSQ010c - Broken or fractured spine,9,Don't know,4
OSQ010c,OSQ010c - Broken or fractured spine,.,Missing,0
OSQ020a,OSQ020a - # Times broken/fractured hip,1,1,71
OSQ020a,OSQ020a - # Times broken/fractured hip,2,2,9
OSQ020a,OSQ020a - # Times broken/fractured hip,3,3,2
OSQ020a,OSQ020a - # Times broken/fractured hip,7777,Refused,0
OSQ020a,OSQ020a - # Times broken/fractured hip,9999,Don't know,1
OSQ020a,OSQ020a - # Times broken/fractured hip,.,Missing,3732
OSQ020b,OSQ020b - # Times broken/fractured wrist,1,1,267
OSQ020b,OSQ020b - # Times broken/fractured wrist,2,2,35
OSQ020b,OSQ020b - # Times broken/fractured wrist,3,3,9
OSQ020b,OSQ020b - # Times broken/fractured wrist,4,4,3
OSQ020b,OSQ020b - # Times broken/fractured wrist,6,6,1
OSQ020b,OSQ020b - # Times broken/fractured wrist,10,10,1
OSQ020b,OSQ020b - # Times broken/fractured wrist,7777,Refused,0
OSQ020b,OSQ020b - # Times broken/fractured wrist,9999,Don't know,0
OSQ020b,OSQ020b - # Times broken/fractured wrist,.,Missing,3499
OSQ020c,OSQ020c - # Times broken/fractured spine,1,1,67
OSQ020c,OSQ020c - # Times broken/fractured spine,2,2,8
OSQ020c,OSQ020c - # Times broken/fractured spine,3,3,2
OSQ020c,OSQ020c - # Times broken/fractured spine,7777,Refused,0
OSQ020c,OSQ020c - # Times broken/fractured spine,9999,Don't know,0
OSQ020c,OSQ020c - # Times broken/fractured spine,.,Missing,3738
PUQ100  ,PUQ100   - Products used in home to control insects,1,Yes,789
PUQ100  ,PUQ100   - Products used in home to control insects,2,No,6991
PUQ100  ,PUQ100   - Products used in home to control insects,7,Refused,0
PUQ100  ,PUQ100   - Products used in home to control insects,9,Don't know,31
PUQ100  ,PUQ100   - Products used in home to control insects,.,Missing,480
PUQ110  ,PUQ110   - Products used to kill weeds?,1,Yes,424
PUQ110  ,PUQ110   - Products used to kill weeds?,2,No,7258
PUQ110  ,PUQ110   - Products used to kill weeds?,7,Refused,0
PUQ110  ,PUQ110   - Products used to kill weeds?,9,Don't know,128
PUQ110  ,PUQ110   - Products used to kill weeds?,.,Missing,481
PAQ605,PAQ605 - Vigorous work activity,1,Yes,1172
PAQ605,PAQ605 - Vigorous work activity,2,No,5975
PAQ605,PAQ605 - Vigorous work activity,7,Refused,1
PAQ605,PAQ605 - Vigorous work activity,9,Don't know,0
PAQ605,PAQ605 - Vigorous work activity,.,Missing,2336
PAQ610,PAQ610 - Number of days vigorous work,1 to 7,Range of Values,1171
PAQ610,PAQ610 - Number of days vigorous work,77,Refused,0
PAQ610,PAQ610 - Number of days vigorous work,99,Don't know,1
PAQ610,PAQ610 - Number of days vigorous work,.,Missing,8312
PAD615,PAD615 - Minutes vigorous-intensity work,10 to 1080,Range of Values,1166
PAD615,PAD615 - Minutes vigorous-intensity work,7777,Refused,0
PAD615,PAD615 - Minutes vigorous-intensity work,9999,Don't know,2
PAD615,PAD615 - Minutes vigorous-intensity work,.,Missing,8316
PAQ620,PAQ620 - Moderate work activity,1,Yes,2308
PAQ620,PAQ620 - Moderate work activity,2,No,4837
PAQ620,PAQ620 - Moderate work activity,7,Refused,1
PAQ620,PAQ620 - Moderate work activity,9,Don't know,2
PAQ620,PAQ620 - Moderate work activity,.,Missing,2336
PAQ625,PAQ625 - Number of days moderate work,1 to 7,Range of Values,2303
PAQ625,PAQ625 - Number of days moderate work,77,Refused,1
PAQ625,PAQ625 - Number of days moderate work,99,Don't know,3
PAQ625,PAQ625 - Number of days moderate work,.,Missing,7177
PAD630,PAD630 - Minutes moderate-intensity work,10 to 900,Range of Values,2296
PAD630,PAD630 - Minutes moderate-intensity work,7777,Refused,0
PAD630,PAD630 - Minutes moderate-intensity work,9999,Don't know,3
PAD630,PAD630 - Minutes moderate-intensity work,.,Missing,7185
PAQ635,PAQ635 - Walk or bicycle,1,Yes,2047
PAQ635,PAQ635 - Walk or bicycle,2,No,5099
PAQ635,PAQ635 - Walk or bicycle,7,Refused,0
PAQ635,PAQ635 - Walk or bicycle,9,Don't know,1
PAQ635,PAQ635 - Walk or bicycle,.,Missing,2337
PAQ640,PAQ640 - Number of days walk or bicycle,1 to 7,Range of Values,2047
PAQ640,PAQ640 - Number of days walk or bicycle,77,Refused,0
PAQ640,PAQ640 - Number of days walk or bicycle,99,Don't know,0
PAQ640,PAQ640 - Number of days walk or bicycle,.,Missing,7437
PAD645,"PAD645 - Minutes walk/bicycle for 
transportation",10 to 840,Range of Values,2040
PAD645,"PAD645 - Minutes walk/bicycle for 
transportation",7777,Refused,0
PAD645,"PAD645 - Minutes walk/bicycle for 
transportation",9999,Don't know,3
PAD645,"PAD645 - Minutes walk/bicycle for 
transportation",.,Missing,7441
PAQ650,PAQ650 - Vigorous recreational activities,1,Yes,2059
PAQ650,PAQ650 - Vigorous recreational activities,2,No,5087
PAQ650,PAQ650 - Vigorous recreational activities,7,Refused,0
PAQ650,PAQ650 - Vigorous recreational activities,9,Don't know,1
PAQ650,PAQ650 - Vigorous recreational activities,.,Missing,2337
PAQ655,"PAQ655 - Days vigorous recreational 
activities",1 to 7,Range of Values,2056
PAQ655,"PAQ655 - Days vigorous recreational 
activities",77,Refused,0
PAQ655,"PAQ655 - Days vigorous recreational 
activities",99,Don't know,2
PAQ655,"PAQ655 - Days vigorous recreational 
activities",.,Missing,7426
PAD660,"PAD660 - Minutes vigorous recreational 
activities",10 to 600,Range of Values,2052
PAD660,"PAD660 - Minutes vigorous recreational 
activities",7777,Refused,0
PAD660,"PAD660 - Minutes vigorous recreational 
activities",9999,Don't know,3
PAD660,"PAD660 - Minutes vigorous recreational 
activities",.,Missing,7429
PAQ665,PAQ665 - Moderate recreational activities,1,Yes,3059
PAQ665,PAQ665 - Moderate recreational activities,2,No,4084
PAQ665,PAQ665 - Moderate recreational activities,7,Refused,0
PAQ665,PAQ665 - Moderate recreational activities,9,Don't know,2
PAQ665,PAQ665 - Moderate recreational activities,.,Missing,2339
PAQ670,"PAQ670 - Days moderate recreational 
activities",1 to 7,Range of Values,3056
PAQ670,"PAQ670 - Days moderate recreational 
activities",77,Refused,0
PAQ670,"PAQ670 - Days moderate recreational 
activities",99,Don't know,3
PAQ670,"PAQ670 - Days moderate recreational 
activities",.,Missing,6425
PAD675,"PAD675 - Minutes moderate recreational 
activities",10 to 900,Range of Values,3056
PAD675,"PAD675 - Minutes moderate recreational 
activities",7777,Refused,0
PAD675,"PAD675 - Minutes moderate recreational 
activities",9999,Don't know,0
PAD675,"PAD675 - Minutes moderate recreational 
activities",.,Missing,6428
PAD680,PAD680 - Minutes sedentary activity,0 to 1200,Range of Values,7109
PAD680,PAD680 - Minutes sedentary activity,7777,Refused,1
PAD680,PAD680 - Minutes sedentary activity,9999,Don't know,29
PAD680,PAD680 - Minutes sedentary activity,.,Missing,2345
PAQ706,"PAQ706 - Days physically active at least 60 
min.",0,0 days,131
PAQ706,"PAQ706 - Days physically active at least 60 
min.",1,1 day,90
PAQ706,"PAQ706 - Days physically active at least 60 
min.",2,2 days,159
PAQ706,"PAQ706 - Days physically active at least 60 
min.",3,3 days,194
PAQ706,"PAQ706 - Days physically active at least 60 
min.",4,4 days,183
PAQ706,"PAQ706 - Days physically active at least 60 
min.",5,5 days,314
PAQ706,"PAQ706 - Days physically active at least 60 
min.",6,6 days,111
PAQ706,"PAQ706 - Days physically active at least 60 
min.",7,7 days,1799
PAQ706,"PAQ706 - Days physically active at least 60 
min.",77,Refused,0
PAQ706,"PAQ706 - Days physically active at least 60 
min.",99,Don't know,8
PAQ706,"PAQ706 - Days physically active at least 60 
min.",.,Missing,6495
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",0,"Less than 1 hour,",1208
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",1,"1 hour,",1776
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",2,"2 hours,",2489
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",3,"3 hours,",1473
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",4,"4 hours, or",985
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",5,"5 hours or more, or",1272
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",8,{You don't/SP does not} watch TV or videos,241
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",77,Refused,1
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",99,Don't know,3
PAQ710,"PAQ710 - Hours watch TV or videos past 30 
days",.,Missing,36
PAQ715,PAQ715 - Hours use computer past 30 days,0,"Less than 1 hour,",2491
PAQ715,PAQ715 - Hours use computer past 30 days,1,"1 hour,",1722
PAQ715,PAQ715 - Hours use computer past 30 days,2,"2 hours,",1298
PAQ715,PAQ715 - Hours use computer past 30 days,3,"3 hours,",595
PAQ715,PAQ715 - Hours use computer past 30 days,4,"4 hours, or",333
PAQ715,PAQ715 - Hours use computer past 30 days,5,"5 hours or more, or",549
PAQ715,PAQ715 - Hours use computer past 30 days,8,"{you do not/SP does not} use a computer outside of ",      school
PAQ715,PAQ715 - Hours use computer past 30 days,77,Refused,0
