short_title,title,code or value,description,count
GTDDR1MN,GTDDR1MN - Time from fast glucose & challenge(min) ,1 to 74,Range of Values,2409
GTDDR1MN,GTDDR1MN - Time from fast glucose & challenge(min) ,.,Missing,500
GTDBL2MN,GTDBL2MN - Time from fasting glucose & OGTT (min),42 to 183,Range of Values,2346
GTDBL2MN,GTDBL2MN - Time from fasting glucose & OGTT (min),.,Missing,563
GTDDR2MN,GTDDR2MN - Time from glucose challenge & OGTT(min),65 to 135,Range of Values,2346
GTDDR2MN,GTDDR2MN - Time from glucose challenge & OGTT(min),.,Missing,563
GTXDRANK,GTXDRANK - Amount of glucose challenge drank,1,All,2381
GTXDRANK,GTXDRANK - Amount of glucose challenge drank,2,Some,9
GTXDRANK,GTXDRANK - Amount of glucose challenge drank,3,None,124
GTXDRANK,GTXDRANK - Amount of glucose challenge drank,.,Missing,395
PHAFSTHR,"PHAFSTHR - Total length of 'food fast', hours",8 to 23,Range of Values,2909
PHAFSTHR,"PHAFSTHR - Total length of 'food fast', hours",.,Missing,0
PHAFSTMN,"PHAFSTMN - Total length of 'food fast', minutes",0 to 59,Range of Values,2909
PHAFSTMN,"PHAFSTMN - Total length of 'food fast', minutes",.,Missing,0
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,0,OGTT complete,2345
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,20,Hemophiliac,0
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,21,Cancer chemotherapy within 4 weeks,0
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,22,Diabetic on medications,266
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,23,Refused venipuncture,0
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,24,Ill/faint during test,5
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,25,Venipuncture unsuccessful,11
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,26,Currently pregnant,1
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,27,Refused glucose challenge,59
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,28,Fasting less than 9 hours,7
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,29,Came late/left early,38
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,30,Other,177
GTDCODE,GTDCODE - Incomplete OGTT Comment Code,.,Missing,0
WTSA2YR,WTSA2YR - Subsample A weights,0 to 530325.34726,Range of Values,2755
WTSA2YR,WTSA2YR - Subsample A weights,.,Missing,0
URXUP8,URXUP8 - Urinary perchlorate (ng/mL),0.0354 to 583,Range of Values,2644
URXUP8,URXUP8 - Urinary perchlorate (ng/mL),.,Missing,111
URDUP8LC,URDUP8LC - Urinary perchlorate comment code,0,At or above the detection limit,2643
URDUP8LC,URDUP8LC - Urinary perchlorate comment code,1,Below lower detection limit,1
URDUP8LC,URDUP8LC - Urinary perchlorate comment code,.,Missing,111
URXNO3,URXNO3 - Urinary nitrate (ng/mL),495 to 584000,Range of Values,2644
URXNO3,URXNO3 - Urinary nitrate (ng/mL),.,Missing,111
URDNO3LC,URDNO3LC - Urinary nitrate comment code,0,At or above the detection limit,2637
URDNO3LC,URDNO3LC - Urinary nitrate comment code,1,Below lower detection limit,7
URDNO3LC,URDNO3LC - Urinary nitrate comment code,.,Missing,111
URXSCN,URXSCN - Urinary thiocyanate (ng/mL),14.1421 to 131000,Range of Values,2643
URXSCN,URXSCN - Urinary thiocyanate (ng/mL),.,Missing,112
URDSCNLC,URDSCNLC - Urinary thiocyanate comment code,0,At or above the detection limit,2640
URDSCNLC,URDSCNLC - Urinary thiocyanate comment code,1,Below lower detection limit,3
URDSCNLC,URDSCNLC - Urinary thiocyanate comment code,.,Missing,112
URXUCR,URXUCR - Urinary creatinine (mg/dL),5 to 546,Range of Values,2681
URXUCR,URXUCR - Urinary creatinine (mg/dL),.,Missing,74
WTFSM,WTFSM - Two year smoking weights,0 to 456840.9815,Range of Values,2605
WTFSM,WTFSM - Two year smoking weights,.,Missing,0
URXUP8,URXUP8 - Urinary perchlorate (ng/mL),0.0354 to 583,Range of Values,2508
URXUP8,URXUP8 - Urinary perchlorate (ng/mL),.,Missing,97
URDUP8LC,URDUP8LC - Urinary perchlorate comment code,0,At or above the detection limit,2507
URDUP8LC,URDUP8LC - Urinary perchlorate comment code,1,Below lower detection limit,1
URDUP8LC,URDUP8LC - Urinary perchlorate comment code,.,Missing,97
URXNO3,URXNO3 - Urinary nitrate (ng/mL),495 to 915000,Range of Values,2508
URXNO3,URXNO3 - Urinary nitrate (ng/mL),.,Missing,97
URDNO3LC,URDNO3LC - Urinary nitrate comment code,0,At or above the detection limit,2500
URDNO3LC,URDNO3LC - Urinary nitrate comment code,1,Below lower detection limit,8
URDNO3LC,URDNO3LC - Urinary nitrate comment code,.,Missing,97
URXSCN,URXSCN - Urinary thiocyanate (ng/mL),14.1421 to 131000,Range of Values,2504
URXSCN,URXSCN - Urinary thiocyanate (ng/mL),.,Missing,101
URDSCNLC,URDSCNLC - Urinary thiocyanate comment code,0,At or above the detection limit,2501
URDSCNLC,URDSCNLC - Urinary thiocyanate comment code,1,Below lower detection limit,3
URDSCNLC,URDSCNLC - Urinary thiocyanate comment code,.,Missing,101
URXUCR,URXUCR - Urinary creatinine (mg/dL),5 to 546,Range of Values,2551
URXUCR,URXUCR - Urinary creatinine (mg/dL),.,Missing,54
WTSB2YR,WTSB2YR - 1/3 subsample weights,14988.396826 to 482310.7883,Range of Values,2682
WTSB2YR,WTSB2YR - 1/3 subsample weights,.,Missing,0
SSCLPF,"SSCLPF - 9-chlorohexadecafluoro3oxanonane 
(ng/mL)",0.07 to 0.07,Range of Values,2682
SSCLPF,"SSCLPF - 9-chlorohexadecafluoro3oxanonane 
(ng/mL)",.,Missing,0
SSCLPFL,"SSCLPFL - 9-chlorohexadecafluoro(ng/mL) Comt 
code",0,At or above the detection limit,0
SSCLPFL,"SSCLPFL - 9-chlorohexadecafluoro(ng/mL) Comt 
code",1,Below lower detection limit,2682
SSCLPFL,"SSCLPFL - 9-chlorohexadecafluoro(ng/mL) Comt 
code",.,Missing,0
SSDONA,"SSDONA - 
Adona(8dioxa3Hperfluorononanoate)(ng/mL)",0.07 to 0.07,Range of Values,2682
SSDONA,"SSDONA - 
Adona(8dioxa3Hperfluorononanoate)(ng/mL)",.,Missing,0
SSDONAL,"SSDONAL - Adona(perfluorononanoate) Comt 
code",0,At or above the detection limit,0
SSDONAL,"SSDONAL - Adona(perfluorononanoate) Comt 
code",1,Below lower detection limit,2682
SSDONAL,"SSDONAL - Adona(perfluorononanoate) Comt 
code",.,Missing,0
SSGENX,"SSGENX - GenX(HFPO-DA 
propanoateammonium(ng/mL)",0.07 to 0.4,Range of Values,2682
SSGENX,"SSGENX - GenX(HFPO-DA 
propanoateammonium(ng/mL)",.,Missing,0
SSGENXL,"SSGENXL - GenX(HFPO-DA propanoateammonium Cmt 
code",0,At or above the detection limit,30
SSGENXL,"SSGENXL - GenX(HFPO-DA propanoateammonium Cmt 
code",1,Below lower detection limit,2652
SSGENXL,"SSGENXL - GenX(HFPO-DA propanoateammonium Cmt 
code",.,Missing,0
SSPFBA,SSPFBA - Perflurobutanoic acid (ng/mL),0.07 to 3.4,Range of Values,2682
SSPFBA,SSPFBA - Perflurobutanoic acid (ng/mL),.,Missing,0
SSPFBAL,"SSPFBAL - Perflurobutanoic acid (ng/mL) Comt 
code",0,At or above the detection limit,297
SSPFBAL,"SSPFBAL - Perflurobutanoic acid (ng/mL) Comt 
code",1,Below lower detection limit,2385
SSPFBAL,"SSPFBAL - Perflurobutanoic acid (ng/mL) Comt 
code",.,Missing,0
SSFPEA,SSFPEA - Perfluoropentanoic acid (ng/mL),0.07 to 0.07,Range of Values,2682
SSFPEA,SSFPEA - Perfluoropentanoic acid (ng/mL),.,Missing,0
SSFPEAL,"SSFPEAL - Perfluoropentanoic acid (ng/mL)Comt 
code",0,At or above the detection limit,0
SSFPEAL,"SSFPEAL - Perfluoropentanoic acid (ng/mL)Comt 
code",1,Below lower detection limit,2682
SSFPEAL,"SSFPEAL - Perfluoropentanoic acid (ng/mL)Comt 
code",.,Missing,0
SSPFHA,SSPFHA - Perfluorohexanoic acid (ng/mL),0.07 to 7.5,Range of Values,2682
SSPFHA,SSPFHA - Perfluorohexanoic acid (ng/mL),.,Missing,0
SSPFHAL,"SSPFHAL - Perfluorohexanoic acid (ng/mL) Comt 
code",0,At or above the detection limit,636
SSPFHAL,"SSPFHAL - Perfluorohexanoic acid (ng/mL) Comt 
code",1,Below lower detection limit,2046
SSPFHAL,"SSPFHAL - Perfluorohexanoic acid (ng/mL) Comt 
code",.,Missing,0
SSPFHP,SSPFHP - Perfluoroheptanoic acid (ng/mL),0.07 to 0.3,Range of Values,2682
SSPFHP,SSPFHP - Perfluoroheptanoic acid (ng/mL),.,Missing,0
SSPFHPL,"SSPFHPL - Perfluoroheptanoic acid (ng/mL)Comt 
code",0,At or above the detection limit,28
SSPFHPL,"SSPFHPL - Perfluoroheptanoic acid (ng/mL)Comt 
code",1,Below lower detection limit,2654
SSPFHPL,"SSPFHPL - Perfluoroheptanoic acid (ng/mL)Comt 
code",.,Missing,0
SSNFOA,SSNFOA - Linear perfluorooctanoate (ng/mL),0.07 to 0.07,Range of Values,2682
SSNFOA,SSNFOA - Linear perfluorooctanoate (ng/mL),.,Missing,0
SSNFOAL,"SSNFOAL - Linear perfluorooctanoate Comt 
code",0,At or above the detection limit,0
SSNFOAL,"SSNFOAL - Linear perfluorooctanoate Comt 
code",1,Below lower detection limit,2682
SSNFOAL,"SSNFOAL - Linear perfluorooctanoate Comt 
code",.,Missing,0
SSBFOA,"SSBFOA - Branch 
isomers-perfluorooctanoate(ng/mL)",0.07 to 0.1,Range of Values,2682
SSBFOA,"SSBFOA - Branch 
isomers-perfluorooctanoate(ng/mL)",.,Missing,0
SSBFOAL,"SSBFOAL - Br. isomers-perfluorooctanoate Comt 
code",0,At or above the detection limit,3
SSBFOAL,"SSBFOAL - Br. isomers-perfluorooctanoate Comt 
code",1,Below lower detection limit,2679
SSBFOAL,"SSBFOAL - Br. isomers-perfluorooctanoate Comt 
code",.,Missing,0
SSPFNA,SSPFNA - Perfluorononanoic acid (ng/mL),0.07 to 0.1,Range of Values,2682
SSPFNA,SSPFNA - Perfluorononanoic acid (ng/mL),.,Missing,0
SSPFNAL,"SSPFNAL - Perfluorononanoic acid (ng/mL) Comt 
code",0,At or above the detection limit,1
SSPFNAL,"SSPFNAL - Perfluorononanoic acid (ng/mL) Comt 
code",1,Below lower detection limit,2681
SSPFNAL,"SSPFNAL - Perfluorononanoic acid (ng/mL) Comt 
code",.,Missing,0
SSPFDE,SSPFDE - Pefluorodecanoic acid (ng/mL),0.07 to 0.07,Range of Values,2682
SSPFDE,SSPFDE - Pefluorodecanoic acid (ng/mL),.,Missing,0
SSPFDEL,"SSPFDEL - Pefluorodecanoic acid (ng/mL) Comt 
code",0,At or above the detection limit,0
SSPFDEL,"SSPFDEL - Pefluorodecanoic acid (ng/mL) Comt 
code",1,Below lower detection limit,2682
SSPFDEL,"SSPFDEL - Pefluorodecanoic acid (ng/mL) Comt 
code",.,Missing,0
SSPFUA,SSPFUA - Perfluoroundecanoic acid (ng/mL),0.07 to 0.07,Range of Values,2682
SSPFUA,SSPFUA - Perfluoroundecanoic acid (ng/mL),.,Missing,0
SSPFUAL,"SSPFUAL - Perfluoroundecanoic acid(ng/mL)Comt 
code",0,At or above the detection limit,0
SSPFUAL,"SSPFUAL - Perfluoroundecanoic acid(ng/mL)Comt 
code",1,Below lower detection limit,2682
SSPFUAL,"SSPFUAL - Perfluoroundecanoic acid(ng/mL)Comt 
code",.,Missing,0
SSPFBS,"SSPFBS - Perfluorobutane sulfonic acid 
(ng/mL)",0.07 to 0.07,Range of Values,2682
SSPFBS,"SSPFBS - Perfluorobutane sulfonic acid 
(ng/mL)",.,Missing,0
SSPFBSL,"SSPFBSL - Perfluorobutane sulfonic acid Comt 
code",0,At or above the detection limit,0
SSPFBSL,"SSPFBSL - Perfluorobutane sulfonic acid Comt 
code",1,Below lower detection limit,2682
SSPFBSL,"SSPFBSL - Perfluorobutane sulfonic acid Comt 
code",.,Missing,0
SSPFHS,"SSPFHS - Perfluorohexane sulfonic acid 
(ng/mL)",0.07 to 0.1,Range of Values,2682
SSPFHS,"SSPFHS - Perfluorohexane sulfonic acid 
(ng/mL)",.,Missing,0
SSPFHSL,"SSPFHSL - Perfluorohexane sulfonic acid Comt 
code",0,At or above the detection limit,1
SSPFHSL,"SSPFHSL - Perfluorohexane sulfonic acid Comt 
code",1,Below lower detection limit,2681
SSPFHSL,"SSPFHSL - Perfluorohexane sulfonic acid Comt 
code",.,Missing,0
SSFHPS,"SSFHPS - Perfluoroheptane sulfonic acid 
(ng/mL)",0.07 to 0.1,Range of Values,2682
SSFHPS,"SSFHPS - Perfluoroheptane sulfonic acid 
(ng/mL)",.,Missing,0
SSFHPSL,"SSFHPSL - Perfluoroheptane sulfonic acid Comt 
code",0,At or above the detection limit,1
SSFHPSL,"SSFHPSL - Perfluoroheptane sulfonic acid Comt 
code",1,Below lower detection limit,2681
SSFHPSL,"SSFHPSL - Perfluoroheptane sulfonic acid Comt 
code",.,Missing,0
SSNFOS,"SSNFOS - Linear perfluorooctane 
sulfonate(ng/mL)",0.07 to 0.6,Range of Values,2682
SSNFOS,"SSNFOS - Linear perfluorooctane 
sulfonate(ng/mL)",.,Missing,0
SSNFOSL,"SSNFOSL - Lin perfluorooctane sulfonate Comt 
code",0,At or above the detection limit,1
SSNFOSL,"SSNFOSL - Lin perfluorooctane sulfonate Comt 
code",1,Below lower detection limit,2681
SSNFOSL,"SSNFOSL - Lin perfluorooctane sulfonate Comt 
code",.,Missing,0
SSMFOS,"SSMFOS - Monomethyl branch isomers-PFOS 
(ng/mL)",0.07 to 0.07,Range of Values,2682
SSMFOS,"SSMFOS - Monomethyl branch isomers-PFOS 
(ng/mL)",.,Missing,0
SSMFOSL,"SSMFOSL - Monomethyl branched isomers-PFOS Cmt 
cd",0,At or above the detection limit,0
SSMFOSL,"SSMFOSL - Monomethyl branched isomers-PFOS Cmt 
cd",1,Below lower detection limit,2682
SSMFOSL,"SSMFOSL - Monomethyl branched isomers-PFOS Cmt 
cd",.,Missing,0
WTSB2YR,WTSB2YR - Subsample B Weights,17149.00472 to 482310.7883,Range of Values,2165
WTSB2YR,WTSB2YR - Subsample B Weights,0,No Lab Result,0
WTSB2YR,WTSB2YR - Subsample B Weights,.,Missing,0
SSNPFOA,SSNPFOA - Linear perfluorooctanoate (ug/L),0.07 to 85.2,Range of Values,2165
SSNPFOA,SSNPFOA - Linear perfluorooctanoate (ug/L),.,Missing,0
SDNPFOAL,SDNPFOAL - Linear perfluorooctanoate Comment Code,0,At or above the detection limit,2148
SDNPFOAL,SDNPFOAL - Linear perfluorooctanoate Comment Code,1,Below lower detection limit,17
SDNPFOAL,SDNPFOAL - Linear perfluorooctanoate Comment Code,.,Missing,0
SSBPFOA ,SSBPFOA  - Br. iso of perfluorooctanoate (ug/L),0.07 to 3,Range of Values,2165
SSBPFOA ,SSBPFOA  - Br. iso of perfluorooctanoate (ug/L),.,Missing,0
SDBPFOAL,SDBPFOAL - Br. iso perfluorooctanoate Comment Code,0,At or above the detection limit,408
SDBPFOAL,SDBPFOAL - Br. iso perfluorooctanoate Comment Code,1,Below lower detection limit,1757
SDBPFOAL,SDBPFOAL - Br. iso perfluorooctanoate Comment Code,.,Missing,0
SSNPFOS,SSNPFOS - Linear perfluorooctane sulfonate (ug/L),0.07 to 1270,Range of Values,2165
SSNPFOS,SSNPFOS - Linear perfluorooctane sulfonate (ug/L),.,Missing,0
SDNPFOSL,SDNPFOSL - Lin. perfluorooctane sulfonate Cmt. Code,0,At or above the detection limit,2146
SDNPFOSL,SDNPFOSL - Lin. perfluorooctane sulfonate Cmt. Code,1,Below lower detection limit,19
SDNPFOSL,SDNPFOSL - Lin. perfluorooctane sulfonate Cmt. Code,.,Missing,0
SSMPFOS,SSMPFOS - Monomethyl branched iso of PFOS (ug/L),0.07 to 133,Range of Values,2165
SSMPFOS,SSMPFOS - Monomethyl branched iso of PFOS (ug/L),.,Missing,0
SDMPFOSL,SDMPFOSL - Monomethyl br. iso of PFOS Comment Code,0,At or above the detection limit,2131
SDMPFOSL,SDMPFOSL - Monomethyl br. iso of PFOS Comment Code,1,Below lower detection limit,34
SDMPFOSL,SDMPFOSL - Monomethyl br. iso of PFOS Comment Code,.,Missing,0
WTSB2YR,WTSB2YR - Subsample B weights,16432.45057 to 482310.7883,Range of Values,2318
WTSB2YR,WTSB2YR - Subsample B weights,0,No Lab Result,21
WTSB2YR,WTSB2YR - Subsample B weights,.,Missing,0
LBXPFDE,LBXPFDE - Perfluorodecanoic acid (ug/L),0.07 to 51.3,Range of Values,2168
LBXPFDE,LBXPFDE - Perfluorodecanoic acid (ug/L),.,Missing,171
LBDPFDEL,LBDPFDEL - Perfluorodecanoic acid comment,0,At or above the detection limit,1713
LBDPFDEL,LBDPFDEL - Perfluorodecanoic acid comment,1,Below lower detection limit,455
LBDPFDEL,LBDPFDEL - Perfluorodecanoic acid comment,.,Missing,171
LBXPFHS,LBXPFHS - Perfluorohexane sulfonic acid (ug/L),0.07 to 33.9,Range of Values,2168
LBXPFHS,LBXPFHS - Perfluorohexane sulfonic acid (ug/L),.,Missing,171
LBDPFHSL,LBDPFHSL - Perfluorohexane sulfonic acid comment,0,At or above the detection limit,2143
LBDPFHSL,LBDPFHSL - Perfluorohexane sulfonic acid comment,1,Below lower detection limit,25
LBDPFHSL,LBDPFHSL - Perfluorohexane sulfonic acid comment,.,Missing,171
LBXMPAH,LBXMPAH - 2-(N-methyl-PFOSA) acetate (ug/L),0.07 to 6.3,Range of Values,2168
LBXMPAH,LBXMPAH - 2-(N-methyl-PFOSA) acetate (ug/L),.,Missing,171
LBDMPAHL,LBDMPAHL - 2-(N-methyl-PFOSA) acetate comment,0,At or above the detection limit,964
LBDMPAHL,LBDMPAHL - 2-(N-methyl-PFOSA) acetate comment,1,Below lower detection limit,1204
LBDMPAHL,LBDMPAHL - 2-(N-methyl-PFOSA) acetate comment,.,Missing,171
LBXPFBS,LBXPFBS - Perfluorobutane sulfonic acid (ug/L),0.07 to 0.3,Range of Values,2168
LBXPFBS,LBXPFBS - Perfluorobutane sulfonic acid (ug/L),.,Missing,171
LBDPFBSL,LBDPFBSL - Perfluorobutane sulfonic acid comment,0,At or above the detection limit,15
LBDPFBSL,LBDPFBSL - Perfluorobutane sulfonic acid comment,1,Below lower detection limit,2153
LBDPFBSL,LBDPFBSL - Perfluorobutane sulfonic acid comment,.,Missing,171
LBXPFHP,LBXPFHP - Perfluoroheptanoic acid (ug/L),0.07 to 1.3,Range of Values,2168
LBXPFHP,LBXPFHP - Perfluoroheptanoic acid (ug/L),.,Missing,171
LBDPFHPL,LBDPFHPL - Perfluoroheptanoic acid comment,0,At or above the detection limit,271
LBDPFHPL,LBDPFHPL - Perfluoroheptanoic acid comment,1,Below lower detection limit,1897
LBDPFHPL,LBDPFHPL - Perfluoroheptanoic acid comment,.,Missing,171
LBXPFNA,LBXPFNA - Perfluorononanoic acid (ug/L),0.07 to 16.3,Range of Values,2168
LBXPFNA,LBXPFNA - Perfluorononanoic acid (ug/L),.,Missing,171
LBDPFNAL,LBDPFNAL - Perfluorononanoic acid comment,0,At or above the detection limit,2141
LBDPFNAL,LBDPFNAL - Perfluorononanoic acid comment,1,Below lower detection limit,27
LBDPFNAL,LBDPFNAL - Perfluorononanoic acid comment,.,Missing,171
LBXPFUA,LBXPFUA - Perfluoroundecanoic acid (ug/L),0.07 to 77.4,Range of Values,2168
LBXPFUA,LBXPFUA - Perfluoroundecanoic acid (ug/L),.,Missing,171
LBDPFUAL,LBDPFUAL - Perfluoroundecanoic acid comment,0,At or above the detection limit,943
LBDPFUAL,LBDPFUAL - Perfluoroundecanoic acid comment,1,Below lower detection limit,1225
LBDPFUAL,LBDPFUAL - Perfluoroundecanoic acid comment,.,Missing,171
LBXPFDO,LBXPFDO - Perfluorododecanoic acid (ug/L),0.07 to 6.9,Range of Values,2168
LBXPFDO,LBXPFDO - Perfluorododecanoic acid (ug/L),.,Missing,171
LBDPFDOL,LBDPFDOL - Perfluorododecanoic acid comment,0,At or above the detection limit,367
LBDPFDOL,LBDPFDOL - Perfluorododecanoic acid comment,1,Below lower detection limit,1801
LBDPFDOL,LBDPFDOL - Perfluorododecanoic acid comment,.,Missing,171
SSPFSA,SSPFSA - Perfluorooctane sulfonamide (ng/mL),0.07 to 0.72,Range of Values,639
SSPFSA,SSPFSA - Perfluorooctane sulfonamide (ng/mL),.,Missing,0
SSPFSAL,SSPFSAL - Perfluorooctane sulfonam Cmt code,0,At or above the detection limit,21
SSPFSAL,SSPFSAL - Perfluorooctane sulfonam Cmt code,1,Below lower detection limit,618
SSPFSAL,SSPFSAL - Perfluorooctane sulfonam Cmt code,.,Missing,0
SSMPAH,SSMPAH - 2(N-methyl-perfluor sulfon) acid (ng/mL),0.07 to 6.75,Range of Values,639
SSMPAH,SSMPAH - 2(N-methyl-perfluor sulfon) acid (ng/mL),.,Missing,0
SSMPAHL,SSMPAHL - 2(N-methyl-perfluor sulfon) acid Cmt cd,0,At or above the detection limit,303
SSMPAHL,SSMPAHL - 2(N-methyl-perfluor sulfon) acid Cmt cd,1,Below lower detection limit,336
SSMPAHL,SSMPAHL - 2(N-methyl-perfluor sulfon) acid Cmt cd,.,Missing,0
SSEPAH,SSEPAH - 2(N-ethyl-perfluor sulfon) acid (ng/mL),0.07 to 0.49,Range of Values,639
SSEPAH,SSEPAH - 2(N-ethyl-perfluor sulfon) acid (ng/mL),.,Missing,0
SSEPAHL,SSEPAHL - 2(N-ethyl-perfluor sulfon) acid Cmt cd,0,At or above the detection limit,15
SSEPAHL,SSEPAHL - 2(N-ethyl-perfluor sulfon) acid Cmt cd,1,Below lower detection limit,624
SSEPAHL,SSEPAHL - 2(N-ethyl-perfluor sulfon) acid Cmt cd,.,Missing,0
SSPFDE,SSPFDE - Pefluorodecanoic acid (ng/mL),0.07 to 2,Range of Values,639
SSPFDE,SSPFDE - Pefluorodecanoic acid (ng/mL),.,Missing,0
SSPFDEL,SSPFDEL - Pefluorodecanoic acid Cmt code,0,At or above the detection limit,300
SSPFDEL,SSPFDEL - Pefluorodecanoic acid Cmt code,1,Below lower detection limit,339
SSPFDEL,SSPFDEL - Pefluorodecanoic acid Cmt code,.,Missing,0
SSPFBS,SSPFBS - Perfluorobutane sulfonic acid (ng/mL),0.07 to 0.17,Range of Values,639
SSPFBS,SSPFBS - Perfluorobutane sulfonic acid (ng/mL),.,Missing,0
SSPFBSL,SSPFBSL - Perfluorobutane sulfonic acid Cmt code,0,At or above the detection limit,27
SSPFBSL,SSPFBSL - Perfluorobutane sulfonic acid Cmt code,1,Below lower detection limit,612
SSPFBSL,SSPFBSL - Perfluorobutane sulfonic acid Cmt code,.,Missing,0
SSPFHP,SSPFHP - Perfluoroheptanoic acid (ng/mL),0.07 to 0.97,Range of Values,639
SSPFHP,SSPFHP - Perfluoroheptanoic acid (ng/mL),.,Missing,0
SSPFHPL,SSPFHPL - Perfluoroheptanoic acid Cmt code,0,At or above the detection limit,124
SSPFHPL,SSPFHPL - Perfluoroheptanoic acid Cmt code,1,Below lower detection limit,515
SSPFHPL,SSPFHPL - Perfluoroheptanoic acid Cmt code,.,Missing,0
SSPFNA,SSPFNA - Perfluorononanoic acid (ng/mL),0.07 to 52.92,Range of Values,639
SSPFNA,SSPFNA - Perfluorononanoic acid (ng/mL),.,Missing,0
SSPFNAL,SSPFNAL - Perfluorononanoic acid Cmt code,0,At or above the detection limit,638
SSPFNAL,SSPFNAL - Perfluorononanoic acid Cmt code,1,Below lower detection limit,1
SSPFNAL,SSPFNAL - Perfluorononanoic acid Cmt code,.,Missing,0
SSPFUA,SSPFUA - Perfluoroundecanoic acid (ng/mL),0.07 to 2.83,Range of Values,639
SSPFUA,SSPFUA - Perfluoroundecanoic acid (ng/mL),.,Missing,0
SSPFUAL,SSPFUAL - Perfluoroundecanoic acid Cmt cd,0,At or above the detection limit,208
SSPFUAL,SSPFUAL - Perfluoroundecanoic acid Cmt cd,1,Below lower detection limit,431
SSPFUAL,SSPFUAL - Perfluoroundecanoic acid Cmt cd,.,Missing,0
SSPFDO,SSPFDO - Perflurododecanoic acid (ng/mL),0.07 to 0.07,Range of Values,639
SSPFDO,SSPFDO - Perflurododecanoic acid (ng/mL),.,Missing,0
SSPFDOL,SSPFDOL - Perflurododecanoic acid Cmt code,0,At or above the detection limit,0
SSPFDOL,SSPFDOL - Perflurododecanoic acid Cmt code,1,Below lower detection limit,639
SSPFDOL,SSPFDOL - Perflurododecanoic acid Cmt code,.,Missing,0
SSPFHS,SSPFHS - Perfluorohexane sulfonic acid (ng/mL),0.07 to 12.9,Range of Values,639
SSPFHS,SSPFHS - Perfluorohexane sulfonic acid (ng/mL),.,Missing,0
SSPFHSL,SSPFHSL - Perfluorohexane sulfonic acid Cmt code,0,At or above the detection limit,638
SSPFHSL,SSPFHSL - Perfluorohexane sulfonic acid Cmt code,1,Below lower detection limit,1
SSPFHSL,SSPFHSL - Perfluorohexane sulfonic acid Cmt code,.,Missing,0
SSNPFOA,SSNPFOA - Linear perfluorooctanoate (ng/mL),0.07 to 8.22,Range of Values,639
SSNPFOA,SSNPFOA - Linear perfluorooctanoate (ng/mL),.,Missing,0
SSNPFOAL,SSNPFOAL - Linear perfluorooctanoate Cmt Code,0,At or above the detection limit,638
SSNPFOAL,SSNPFOAL - Linear perfluorooctanoate Cmt Code,1,Below lower detection limit,1
SSNPFOAL,SSNPFOAL - Linear perfluorooctanoate Cmt Code,.,Missing,0
SSBPFOA,SSBPFOA - Branch isomers-perfluorooctanoate(ng/mL),0.07 to 0.69,Range of Values,639
SSBPFOA,SSBPFOA - Branch isomers-perfluorooctanoate(ng/mL),.,Missing,0
SSBPFOAL,SSBPFOAL - Branch isomers-perfluorooctanoate Cmt cd,0,At or above the detection limit,163
SSBPFOAL,SSBPFOAL - Branch isomers-perfluorooctanoate Cmt cd,1,Below lower detection limit,476
SSBPFOAL,SSBPFOAL - Branch isomers-perfluorooctanoate Cmt cd,.,Missing,0
SSNPFOS,SSNPFOS - Linear perfluorooctane sulfonate (ng/mL),0.5 to 26.54,Range of Values,639
SSNPFOS,SSNPFOS - Linear perfluorooctane sulfonate (ng/mL),.,Missing,0
SSNPFOSL,SSNPFOSL - Linear perfluorooctane sulfonate cmt cd,0,At or above the detection limit,639
SSNPFOSL,SSNPFOSL - Linear perfluorooctane sulfonate cmt cd,1,Below lower detection limit,0
SSNPFOSL,SSNPFOSL - Linear perfluorooctane sulfonate cmt cd,.,Missing,0
SSMPFOS,SSMPFOS - Monomethyl br. isomers of PFOS (ng/mL),0.18 to 10.68,Range of Values,639
SSMPFOS,SSMPFOS - Monomethyl br. isomers of PFOS (ng/mL),.,Missing,0
SSMPFOSL,SSMPFOSL - Monomethyl br. isomers of PFOS cmt cd,0,At or above the detection limit,639
SSMPFOSL,SSMPFOSL - Monomethyl br. isomers of PFOS cmt cd,1,Below lower detection limit,0
SSMPFOSL,SSMPFOSL - Monomethyl br. isomers of PFOS cmt cd,.,Missing,0
WTSS2YR,WTSS2YR - SS 3-11 year old subsample wt,12849.506491 to 365955.18816,Range of Values,639
WTSS2YR,WTSS2YR - SS 3-11 year old subsample wt,.,Missing,0
WTSB2YR,WTSB2YR - Subsample B weights,14988.396826 to 482310.7883,Range of Values,2727
WTSB2YR,WTSB2YR - Subsample B weights,0,No Lab Result,50
WTSB2YR,WTSB2YR - Subsample B weights,.,Missing,0
